,workerid,item,slide_number,condition,language,pref1,response1,pref2,response2,pref3,response3,pref4,response4,pref5,response5,pref6,response6,pref7,response7,pref8,response8,pref9,response9,obj1,obj2,obj3,ambiguous,numFeatures,utterancecode
820,54,1657,12,121212,english,polka-dotted,0.1,green,0.05,red,1.0,solid,0.95,circle,0.1,cloud,0.9,,,,,,,112,233,233,False,6,22a2a
821,54,1694,13,121212,english,striped,0.05,blue,0.05,green,0.95,solid,0.95,square,0.15,cloud,0.9,,,,,,,113,321,321,False,6,22a2a
822,54,935,14,212121,english,solid,0.9,cloud,0.1,red,0.9,polka-dotted,0.05,circle,0.9,green,0.05,,,,,,,133,133,212,False,6,22a2a
823,54,824,15,112111,english,square,0.9,blue,0.95,striped,0.95,red,0.95,polka-dotted,0.0,green,0.9,cloud,1.0,circle,0.95,,,331,133,222,True,8,211
824,54,1749,16,212112,english,circle,0.95,blue,0.9,polka-dotted,1.0,green,0.05,square,0.05,striped,0.1,,,,,,,223,323,331,True,6,22a2b
825,54,151,17,323212,english,polka-dotted,0.1,green,0.05,circle,0.0,solid,1.0,,,,,,,,,,,213,233,233,True,4,332
826,55,2280,3,213232,English,solid,0.95,striped,0.5,circle,0.0,red,0.25,,,,,,,,,,,222,222,212,True,4,332
827,55,2273,4,213232,English,circle,0.05,blue,0.25,striped,1.0,solid,0.5,,,,,,,,,,,211,211,221,True,4,332
828,55,2201,5,323211,English,square,0.9,circle,0.9,blue,0.1,cloud,0.9,striped,0.05,,,,,,,,,321,221,121,True,5,331
829,55,1901,6,111212,English,striped,0.9,blue,0.9,circle,0.9,red,0.15,solid,0.8,cloud,0.0,polka-dotted,0.9,,,,,221,132,112,True,7,22a1
830,55,1283,7,111111,English,red,1.0,circle,1.0,solid,0.9,polka-dotted,1.0,green,1.0,square,0.9,blue,1.0,striped,0.95,cloud,1.0,131,322,213,False,9,111
831,55,818,8,112111,English,green,1.0,circle,0.9,cloud,0.9,polka-dotted,0.9,blue,1.0,square,0.9,red,1.0,solid,0.2,,,212,313,131,True,8,211
832,55,2159,9,121111,English,blue,1.0,green,1.0,polka-dotted,0.85,striped,0.85,solid,0.65,circle,0.0,square,1.0,red,1.0,,,321,233,212,True,8,211
833,55,2289,10,213232,English,cloud,0.0,circle,1.0,green,0.0,polka-dotted,0.0,,,,,,,,,,,133,133,233,True,4,332
834,55,926,11,212121,English,blue,1.0,cloud,0.0,solid,0.0,square,1.0,striped,1.0,red,0.0,,,,,,,112,112,321,False,6,22a2a
835,55,948,12,212121,English,red,0.0,cloud,1.0,square,0.0,blue,1.0,solid,1.0,striped,0.0,,,,,,,322,322,111,False,6,22a2a
836,55,312,13,213211,English,circle,1.0,blue,0.0,polka-dotted,1.0,striped,1.0,solid,0.85,cloud,0.05,,,,,,,121,131,211,True,6,321
837,55,777,14,211212,English,cloud,1.0,striped,0.9,green,0.9,red,0.0,solid,0.0,square,0.5,,,,,,,122,312,313,True,6,22a2b
838,55,1973,15,323232,English,circle,1.0,green,1.0,striped,1.0,,,,,,,,,,,,,223,223,223,False,3,333
839,55,498,16,211111,English,circle,1.0,cloud,1.0,striped,0.5,green,1.0,blue,0.95,red,1.0,square,0.9,polka-dotted,1.0,,,221,323,132,True,8,211
840,55,1985,17,323232,English,solid,1.0,blue,1.0,cloud,1.0,,,,,,,,,,,,,111,111,111,False,3,333
841,56,822,3,112111,English,green,0.1,striped,1.0,blue,0.85,polka-dotted,0.85,square,0.9,circle,0.8,solid,0.0,cloud,0.85,,,123,313,231,True,8,211
842,56,574,4,213212,English,polka-dotted,0.05,striped,1.0,cloud,1.0,circle,1.0,green,0.0,,,,,,,,,133,233,223,True,5,322b
843,56,928,5,212121,English,square,0.0,green,0.0,solid,0.0,striped,0.65,blue,1.0,circle,1.0,,,,,,,323,323,211,False,6,22a2a
844,56,740,6,212122,English,green,0.0,polka-dotted,0.8,blue,0.85,square,0.85,striped,0.85,cloud,0.85,,,,,,,133,123,331,True,6,22a2b
845,56,1963,7,323232,English,red,0.0,square,0.0,solid,0.0,,,,,,,,,,,,,312,312,312,False,3,333
846,56,1115,8,321212,English,cloud,0.0,square,1.0,blue,0.0,striped,1.0,polka-dotted,0.0,,,,,,,,,321,131,131,True,5,322a
847,56,19,9,122112,English,polka-dotted,0.0,blue,0.15,square,1.0,cloud,1.0,striped,1.0,red,1.0,,,,,,,322,331,131,True,6,22a2b
848,56,949,10,212121,English,striped,1.0,red,0.0,polka-dotted,0.0,circle,1.0,green,1.0,square,0.0,,,,,,,332,332,223,False,6,22a2a
849,56,1663,11,121212,English,blue,1.0,polka-dotted,1.0,striped,0.0,circle,1.0,red,0.0,cloud,0.0,,,,,,,231,122,122,False,6,22a2a
850,56,1960,12,323232,English,striped,0.0,circle,0.0,green,0.0,,,,,,,,,,,,,223,223,223,False,3,333
851,56,1426,13,322111,English,cloud,1.0,solid,0.05,green,0.0,circle,1.0,blue,1.0,square,1.0,,,,,,,213,113,311,True,6,321
852,56,761,14,211212,English,red,1.0,cloud,1.0,polka-dotted,0.0,circle,0.0,striped,1.0,green,0.0,,,,,,,132,233,223,True,6,22a2b
853,56,2087,15,321111,English,square,1.0,polka-dotted,1.0,cloud,1.0,striped,1.0,red,0.0,circle,1.0,solid,0.0,,,,,312,232,122,True,7,311
854,56,2116,16,111112,English,cloud,1.0,red,1.0,striped,1.0,square,1.0,green,1.0,blue,1.0,solid,0.0,circle,1.0,,,121,212,313,True,8,211
855,56,418,17,321112,English,red,0.0,circle,1.0,green,1.0,polka-dotted,0.0,cloud,1.0,square,1.0,,,,,,,133,232,332,True,6,321
856,57,1452,3,123211,English,polka-dotted,0.0,cloud,0.75,square,0.0,striped,0.0,solid,0.0,blue,1.0,,,,,,,321,131,111,True,6,321
857,57,1866,4,123212,English,circle,0.0,green,1.0,solid,0.0,striped,0.0,square,0.75,,,,,,,,,223,313,313,True,5,322a
858,57,861,5,112122,English,solid,0.0,polka-dotted,0.7,square,0.0,cloud,0.0,blue,0.0,circle,0.0,green,0.7,,,,,233,131,313,True,7,22b1
859,57,1979,6,323232,English,solid,1.0,green,1.0,square,1.0,,,,,,,,,,,,,313,313,313,False,3,333
860,57,1994,7,323232,English,circle,1.0,striped,1.0,red,1.0,,,,,,,,,,,,,222,222,222,False,3,333
861,57,1614,8,211112,English,circle,0.0,green,0.8,square,0.0,cloud,0.0,blue,0.0,solid,0.0,polka-dotted,0.8,,,,,313,133,231,True,7,22b1
862,57,1545,9,322112,English,cloud,0.0,circle,0.8,red,0.8,solid,1.0,green,0.0,,,,,,,,,213,212,112,True,5,322b
863,57,1363,10,113211,English,green,0.0,solid,0.0,striped,0.0,red,0.0,blue,0.0,square,1.0,polka-dotted,0.0,,,,,311,322,333,True,7,311
864,57,385,11,122132,English,cloud,1.0,polka-dotted,0.8,blue,0.8,red,0.0,striped,0.0,,,,,,,,,121,131,132,True,5,322b
865,57,931,12,212121,English,red,0.0,circle,1.0,striped,1.0,square,0.0,blue,1.0,solid,0.0,,,,,,,221,221,312,False,6,22a2a
866,57,814,13,112111,English,green,0.0,blue,0.0,circle,0.0,red,0.0,square,0.0,polka-dotted,0.0,cloud,0.0,solid,1.0,,,112,213,331,True,8,211
867,57,1984,14,323232,English,green,1.0,solid,1.0,circle,1.0,,,,,,,,,,,,,213,213,213,False,3,333
868,57,905,15,212121,English,square,1.0,green,0.0,solid,1.0,polka-dotted,0.0,circle,0.0,red,1.0,,,,,,,312,312,233,False,6,22a2a
869,57,2162,16,121111,English,square,1.0,striped,0.0,solid,0.0,blue,0.0,cloud,0.0,polka-dotted,0.0,red,0.0,green,0.0,,,122,331,313,True,8,211
870,57,2068,17,321111,English,solid,0.0,circle,0.0,striped,0.0,cloud,0.0,square,0.0,green,1.0,polka-dotted,0.0,,,,,323,233,113,True,7,311
871,58,128,3,212111,English,square,0.05,circle,0.0,striped,1.0,cloud,1.0,blue,1.0,solid,0.0,red,0.0,,,,,312,212,121,True,7,22a1
872,58,1043,4,212212,English,red,1.0,polka-dotted,1.0,circle,0.0,cloud,1.0,green,0.0,solid,0.0,,,,,,,212,132,113,True,6,22b2b
873,58,1466,5,123211,English,blue,1.0,striped,1.0,green,0.0,square,0.0,circle,1.0,cloud,0.0,,,,,,,123,321,221,True,6,321
874,58,913,6,212121,English,green,1.0,striped,1.0,blue,0.0,circle,0.0,square,1.0,solid,0.0,,,,,,,211,211,323,False,6,22a2a
875,58,1200,7,212232,English,blue,0.0,square,1.0,green,1.0,striped,1.0,polka-dotted,0.0,,,,,,,,,321,323,331,True,5,322b
876,58,1590,8,322121,English,solid,0.0,red,0.0,striped,1.0,circle,1.0,green,1.0,,,,,,,,,212,212,223,True,5,322a
877,58,921,9,212121,English,striped,1.0,red,0.0,square,0.0,polka-dotted,0.0,cloud,1.0,blue,1.0,,,,,,,332,332,121,False,6,22a2a
878,58,1968,10,323232,English,square,1.0,green,1.0,striped,1.0,,,,,,,,,,,,,323,323,323,False,3,333
879,58,506,11,112132,English,striped,1.0,green,1.0,blue,0.0,solid,0.05,square,0.95,red,0.0,,,,,,,312,311,323,True,6,321
880,58,2275,12,213232,English,circle,1.0,polka-dotted,0.95,striped,0.05,blue,1.0,,,,,,,,,,,221,221,231,True,4,332
881,58,1800,13,322132,English,solid,1.0,circle,1.0,polka-dotted,0.05,red,1.0,,,,,,,,,,,232,232,212,True,4,332
882,58,1295,14,111111,English,green,0.95,solid,0.95,square,0.0,striped,0.05,polka-dotted,0.05,circle,0.95,red,0.0,cloud,0.05,blue,0.05,213,122,331,False,9,111
883,58,938,15,212121,English,red,0.05,solid,0.95,circle,0.05,cloud,1.0,polka-dotted,0.0,blue,1.0,,,,,,,232,232,111,False,6,22a2a
884,58,779,16,211212,English,striped,0.0,polka-dotted,1.0,blue,0.0,red,1.0,square,1.0,circle,0.0,,,,,,,332,321,221,True,6,22a2b
885,58,265,17,212222,English,red,1.0,square,0.0,green,0.0,striped,0.05,cloud,1.0,polka-dotted,1.0,,,,,,,322,132,323,True,6,22a2b
886,59,224,3,212132,English,circle,0.65,striped,0.75,green,0.15,polka-dotted,0.5,cloud,0.65,,,,,,,,,133,133,223,True,5,322a
887,59,118,4,212111,English,cloud,0.7,striped,0.8,green,0.65,circle,0.75,red,0.7,blue,0.7,solid,0.75,,,,,221,222,113,True,7,22a1
888,59,1797,5,322132,English,circle,0.05,striped,0.15,polka-dotted,0.7,green,0.0,,,,,,,,,,,223,223,233,True,4,332
889,59,1212,6,112112,English,square,0.75,cloud,0.75,circle,0.75,red,0.5,polka-dotted,0.7,striped,0.5,blue,0.9,,,,,332,222,121,True,7,22b1
890,59,1228,7,112112,English,striped,0.85,blue,0.85,red,0.5,solid,0.5,cloud,0.85,square,0.85,circle,0.8,,,,,211,112,322,True,7,22b1
891,59,1981,8,323232,English,circle,0.5,solid,0.45,blue,0.5,,,,,,,,,,,,,211,211,211,False,3,333
892,59,921,9,212121,English,cloud,0.85,blue,0.85,square,0.25,striped,0.75,red,0.4,polka-dotted,0.5,,,,,,,332,332,121,False,6,22a2a
893,59,1151,10,212232,English,solid,0.8,polka-dotted,0.5,green,0.5,red,0.8,cloud,0.05,,,,,,,,,133,113,132,True,5,322b
894,59,937,11,212121,English,solid,0.85,cloud,0.95,blue,0.5,square,0.55,striped,0.5,red,0.8,,,,,,,321,321,112,False,6,22a2a
895,59,106,12,212111,English,square,0.9,red,0.9,striped,0.95,blue,0.5,circle,0.5,solid,0.5,green,0.95,,,,,212,213,321,True,7,22a1
896,59,1022,13,212212,English,green,0.9,solid,0.85,striped,0.5,blue,0.5,square,0.5,circle,0.95,,,,,,,323,221,311,True,6,22b2b
897,59,1668,14,121212,English,green,0.95,solid,0.5,striped,0.9,cloud,0.95,circle,0.5,blue,0.5,,,,,,,123,211,211,False,6,22a2a
898,59,796,15,211212,English,cloud,0.5,red,0.5,green,0.9,polka-dotted,0.5,striped,0.9,square,0.9,,,,,,,322,132,133,True,6,22a2b
899,59,1694,16,121212,English,striped,0.5,cloud,0.95,blue,0.5,green,0.85,square,0.5,solid,0.65,,,,,,,113,321,321,False,6,22a2a
900,59,1786,17,322132,English,polka-dotted,0.05,cloud,0.95,red,0.05,circle,0.5,,,,,,,,,,,232,232,132,True,4,332
901,60,1399,3,113211,english,striped,1.0,red,0.0,blue,1.0,square,0.0,green,0.0,circle,1.0,cloud,0.0,,,,,123,221,322,True,7,311
902,60,1543,4,322112,english,cloud,1.0,blue,1.0,red,0.0,circle,0.0,striped,1.0,,,,,,,,,221,121,122,True,5,322b
903,60,1296,5,111111,english,square,1.0,cloud,0.0,blue,0.0,solid,1.0,circle,0.0,polka-dotted,0.0,striped,0.0,red,0.0,green,1.0,231,313,122,False,9,111
904,60,1984,6,323232,english,circle,1.0,solid,1.0,green,1.0,,,,,,,,,,,,,213,213,213,False,3,333
905,60,2331,7,123232,english,striped,1.0,solid,0.0,square,1.0,red,1.0,,,,,,,,,,,312,322,322,True,4,332
906,60,1664,8,121212,english,striped,1.0,cloud,0.0,solid,0.0,square,1.0,green,0.0,blue,1.0,,,,,,,321,113,113,False,6,22a2a
907,60,1276,9,111111,english,blue,1.0,polka-dotted,0.0,striped,1.0,solid,0.0,square,0.0,circle,1.0,red,0.0,green,0.0,cloud,0.0,221,113,332,False,9,111
908,60,787,10,211212,english,solid,1.0,striped,0.0,red,1.0,circle,1.0,blue,0.0,square,0.0,,,,,,,212,311,321,True,6,22a2b
909,60,618,11,112121,english,square,1.0,blue,1.0,green,0.0,circle,0.0,striped,0.0,cloud,0.0,polka-dotted,1.0,,,,,123,223,331,True,7,22a1
910,60,1438,12,322111,english,polka-dotted,1.0,green,0.0,striped,0.0,solid,0.0,red,1.0,square,1.0,,,,,,,323,313,332,True,6,321
911,60,1874,13,123212,english,green,1.0,striped,0.0,square,1.0,red,0.0,polka-dotted,1.0,,,,,,,,,333,322,322,True,5,322a
912,60,221,14,212132,english,square,1.0,polka-dotted,1.0,circle,0.0,blue,0.0,green,1.0,,,,,,,,,333,333,231,True,5,322a
913,60,1421,15,322111,english,cloud,1.0,square,0.0,striped,0.0,polka-dotted,1.0,circle,0.0,green,1.0,,,,,,,133,333,223,True,6,321
914,60,93,16,122111,english,striped,1.0,blue,0.0,cloud,1.0,solid,0.0,red,1.0,green,0.0,square,0.0,,,,,313,111,122,True,7,22b1
915,60,906,17,212121,english,blue,1.0,circle,1.0,red,0.0,solid,0.0,striped,1.0,square,0.0,,,,,,,312,312,221,False,6,22a2a
916,61,805,3,112111,English,circle,0.65,red,0.65,striped,0.65,polka-dotted,0.4,green,0.3,square,0.3,blue,0.2,cloud,0.2,,,222,323,131,True,8,211
917,61,2215,4,323211,English,polka-dotted,0.95,striped,0.1,solid,0.05,square,0.95,red,1.0,,,,,,,,,312,322,332,True,5,331
918,61,1265,5,111111,English,square,0.0,blue,0.05,circle,0.0,polka-dotted,0.05,striped,0.0,cloud,1.0,green,0.0,solid,0.95,red,1.0,321,112,233,False,9,111
919,61,891,6,112122,English,polka-dotted,0.0,red,0.0,striped,0.0,square,0.95,cloud,0.0,solid,1.0,blue,1.0,,,,,322,311,132,True,7,22b1
920,61,1894,7,123212,English,polka-dotted,1.0,square,1.0,striped,0.0,green,0.0,blue,1.0,,,,,,,,,331,323,323,True,5,322a
921,61,1014,8,212212,English,square,0.0,polka-dotted,0.05,blue,1.0,cloud,1.0,solid,1.0,green,0.0,,,,,,,133,313,111,True,6,22b2b
922,61,1740,9,212112,English,red,0.95,solid,0.0,polka-dotted,1.0,green,0.0,square,1.0,cloud,0.0,,,,,,,113,112,332,True,6,22a2b
923,61,1957,10,323232,English,red,1.0,square,0.95,polka-dotted,0.95,,,,,,,,,,,,,332,332,332,False,3,333
924,61,1622,11,211112,English,polka-dotted,0.0,red,0.0,blue,0.05,square,0.0,solid,1.0,green,0.95,cloud,1.0,,,,,331,312,113,True,7,22b1
925,61,1532,12,322112,English,circle,1.0,solid,1.0,red,1.0,cloud,0.0,polka-dotted,0.0,,,,,,,,,132,232,212,True,5,322b
926,61,1262,13,111111,English,square,0.0,striped,0.05,polka-dotted,0.0,green,1.0,red,0.0,solid,1.0,cloud,0.05,blue,0.0,circle,1.0,332,121,213,False,9,111
927,61,1908,14,111212,English,striped,0.0,green,0.0,red,1.0,solid,0.0,polka-dotted,1.0,circle,1.0,square,0.0,,,,,232,323,313,True,7,22a1
928,61,856,15,112122,English,solid,0.0,square,1.0,circle,0.0,blue,0.0,green,1.0,polka-dotted,1.0,red,0.0,,,,,231,212,333,True,7,22b1
929,61,1287,16,111111,English,blue,0.0,cloud,1.0,red,1.0,polka-dotted,0.0,solid,1.0,circle,0.0,green,0.0,striped,0.0,square,0.0,112,333,221,False,9,111
930,61,1659,17,121212,English,blue,0.0,square,0.95,green,1.0,solid,0.05,cloud,0.0,polka-dotted,1.0,,,,,,,333,111,111,False,6,22a2a
931,62,2079,3,321111,ENGLISH,polka-dotted,0.75,square,0.65,striped,0.65,red,0.7,solid,0.9,cloud,0.75,circle,0.8,,,,,212,122,332,True,7,311
932,62,89,4,122111,ENGLISH,circle,0.6,green,0.65,striped,0.65,cloud,0.75,polka-dotted,0.7,red,0.7,square,0.7,,,,,122,323,233,True,7,22b1
933,62,1034,5,212212,ENGLISH,green,0.65,blue,0.8,cloud,0.75,striped,0.7,circle,0.75,polka-dotted,0.7,,,,,,,221,123,233,True,6,22b2b
934,62,1286,6,111111,ENGLISH,green,0.8,red,0.75,solid,0.7,polka-dotted,0.65,striped,0.7,blue,0.65,circle,0.65,square,0.65,cloud,0.6,211,122,333,False,9,111
935,62,141,7,212111,ENGLISH,cloud,0.75,red,0.7,circle,0.7,solid,0.75,square,0.7,green,0.7,striped,0.6,,,,,213,113,322,True,7,22a1
936,62,2316,8,123232,ENGLISH,solid,0.75,blue,0.8,red,0.7,square,0.7,,,,,,,,,,,312,311,311,True,4,332
937,62,1689,9,121212,ENGLISH,square,0.7,striped,0.7,polka-dotted,0.7,green,0.75,red,0.75,cloud,0.7,,,,,,,133,322,322,False,6,22a2a
938,62,1963,10,323232,ENGLISH,square,0.8,red,0.75,solid,0.7,,,,,,,,,,,,,312,312,312,False,3,333
939,62,1269,11,111111,ENGLISH,striped,0.6,circle,0.6,green,0.6,solid,0.6,cloud,0.55,square,0.55,red,0.65,polka-dotted,0.6,blue,0.7,322,131,213,False,9,111
940,62,1977,12,323232,ENGLISH,cloud,0.75,polka-dotted,0.75,blue,0.75,,,,,,,,,,,,,131,131,131,False,3,333
941,62,69,13,122111,ENGLISH,cloud,0.75,red,0.85,blue,0.8,polka-dotted,0.8,square,0.85,circle,0.85,striped,0.9,,,,,122,221,331,True,7,22b1
942,62,1855,14,123212,ENGLISH,red,0.8,solid,0.8,square,0.75,green,0.7,polka-dotted,0.65,,,,,,,,,313,332,332,True,5,322a
943,62,170,15,323212,ENGLISH,striped,0.8,solid,0.8,red,0.8,circle,0.8,,,,,,,,,,,212,222,222,True,4,332
944,62,2211,16,323211,ENGLISH,green,0.65,striped,0.65,red,0.65,circle,0.7,blue,0.95,,,,,,,,,221,223,222,True,5,331
945,62,251,17,212222,ENGLISH,red,0.95,cloud,0.9,square,0.95,solid,0.85,polka-dotted,0.9,green,0.9,,,,,,,333,132,313,True,6,22a2b
946,63,1282,3,111111,english,square,1.0,polka-dotted,0.9,green,1.0,solid,1.0,circle,0.85,cloud,1.0,striped,1.0,red,0.9,blue,1.0,332,221,113,False,9,111
947,63,2272,4,213232,english,red,0.8,polka-dotted,1.0,square,1.0,green,1.0,,,,,,,,,,,333,333,332,True,4,332
948,63,1070,5,113212,english,green,0.85,square,1.0,solid,1.0,red,0.95,cloud,0.85,blue,1.0,,,,,,,312,113,111,True,6,321
949,63,228,6,212132,english,cloud,1.0,circle,0.85,striped,1.0,solid,0.95,red,1.0,,,,,,,,,212,212,122,True,5,322a
950,63,1173,7,212232,english,square,0.85,green,1.0,circle,1.0,blue,0.85,striped,1.0,,,,,,,,,223,323,221,True,5,322b
951,63,2004,8,322122,english,green,0.95,blue,1.0,striped,1.0,cloud,0.9,solid,1.0,,,,,,,,,111,113,121,True,5,322b
952,63,1958,9,323232,english,red,0.95,striped,1.0,circle,1.0,,,,,,,,,,,,,222,222,222,False,3,333
953,63,1681,10,121212,english,solid,1.0,red,0.9,cloud,0.95,circle,0.95,green,1.0,polka-dotted,0.9,,,,,,,132,213,213,False,6,22a2a
954,63,1678,11,121212,english,green,0.95,polka-dotted,0.8,cloud,0.9,solid,0.95,red,1.0,circle,1.0,,,,,,,113,232,232,False,6,22a2a
955,63,285,12,212222,english,circle,1.0,striped,0.85,blue,1.0,square,1.0,red,1.0,polka-dotted,1.0,,,,,,,232,221,332,True,6,22a2b
956,63,571,13,213212,english,red,0.85,square,0.9,cloud,1.0,blue,1.0,solid,0.9,,,,,,,,,112,111,311,True,5,322b
957,63,2290,14,213232,english,red,1.0,cloud,1.0,green,1.0,solid,1.0,,,,,,,,,,,112,112,113,True,4,332
958,63,1615,15,211112,english,square,0.85,solid,0.85,striped,1.0,green,1.0,circle,0.95,red,0.9,polka-dotted,0.8,,,,,212,332,323,True,7,22b1
959,63,288,16,212222,english,cloud,0.9,square,0.9,green,1.0,striped,0.85,polka-dotted,1.0,red,0.9,,,,,,,132,322,133,True,6,22a2b
960,63,1981,17,323232,english,solid,1.0,circle,0.85,blue,1.0,,,,,,,,,,,,,211,211,211,False,3,333
961,64,1343,3,122122,english,polka-dotted,0.7,green,0.3,blue,0.75,solid,0.25,circle,0.8,square,0.4,,,,,,,333,311,213,True,6,22b2b
962,64,718,4,212122,english,blue,0.2,striped,0.15,circle,0.2,cloud,0.9,red,0.7,polka-dotted,0.8,,,,,,,221,231,122,True,6,22a2b
963,64,1322,5,122122,english,cloud,0.15,circle,0.7,red,0.15,solid,0.7,polka-dotted,0.1,green,0.7,,,,,,,232,133,112,True,6,22b2b
964,64,1103,6,321212,english,red,0.85,blue,0.0,striped,0.0,solid,0.85,circle,0.05,,,,,,,,,212,221,221,True,5,322a
965,64,923,7,212121,english,circle,0.05,red,0.05,striped,0.0,polka-dotted,0.75,cloud,0.85,green,0.85,,,,,,,222,222,133,False,6,22a2a
966,64,1676,8,121212,english,red,0.8,solid,0.0,blue,0.0,striped,1.0,square,0.0,circle,0.9,,,,,,,222,311,311,False,6,22a2a
967,64,614,9,112121,english,polka-dotted,0.1,solid,0.95,square,1.0,green,0.05,blue,0.0,red,1.0,circle,0.0,,,,,233,231,312,True,7,22a1
968,64,1976,10,323232,english,blue,0.0,polka-dotted,0.0,square,0.0,,,,,,,,,,,,,331,331,331,False,3,333
969,64,814,11,112111,english,circle,1.0,cloud,0.9,red,0.95,square,1.0,polka-dotted,0.85,blue,0.9,solid,0.85,green,1.0,,,112,213,331,True,8,211
970,64,1634,12,211112,english,square,1.0,blue,1.0,circle,1.0,polka-dotted,0.0,solid,1.0,green,0.0,cloud,1.0,,,,,131,333,213,True,7,22b1
971,64,1988,13,323232,english,blue,0.0,striped,0.0,square,0.0,,,,,,,,,,,,,321,321,321,False,3,333
972,64,151,14,323212,english,circle,0.0,solid,1.0,polka-dotted,0.0,green,0.0,,,,,,,,,,,213,233,233,True,4,332
973,64,2132,15,111112,english,solid,1.0,circle,1.0,polka-dotted,1.0,blue,1.0,striped,1.0,green,1.0,red,1.0,cloud,0.0,,,221,113,132,True,8,211
974,64,1284,16,111111,english,striped,1.0,red,1.0,polka-dotted,1.0,green,0.95,circle,0.9,cloud,1.0,solid,0.9,blue,1.0,square,1.0,223,111,332,False,9,111
975,64,1350,17,122122,english,cloud,1.0,striped,0.0,red,0.0,circle,0.0,solid,1.0,green,1.0,,,,,,,212,223,122,True,6,22b2b
991,66,1671,3,121212,English,green,0.0,cloud,0.8,striped,0.8,square,0.0,red,0.8,solid,0.1,,,,,,,122,313,313,False,6,22a2a
992,66,927,4,212121,English,circle,0.7,polka-dotted,0.85,blue,0.8,solid,0.2,green,0.0,cloud,0.85,,,,,,,131,131,213,False,6,22a2a
993,66,2020,5,322122,English,circle,1.0,green,0.8,solid,0.0,striped,1.0,square,0.0,,,,,,,,,213,223,313,True,5,322b
994,66,1576,6,322121,English,solid,0.0,striped,1.0,circle,1.0,blue,0.8,cloud,0.0,,,,,,,,,111,111,221,True,5,322a
995,66,235,7,212132,English,cloud,0.75,circle,0.1,solid,0.3,green,0.15,blue,0.75,,,,,,,,,211,211,113,True,5,322a
996,66,939,8,212121,English,striped,0.35,blue,0.85,red,0.25,square,0.7,polka-dotted,0.65,cloud,0.25,,,,,,,331,331,122,False,6,22a2a
997,66,1989,9,323232,English,cloud,0.8,polka-dotted,0.8,red,0.7,,,,,,,,,,,,,132,132,132,False,3,333
998,66,588,10,213212,English,red,1.0,solid,0.25,polka-dotted,0.7,circle,0.7,square,0.15,,,,,,,,,332,232,212,True,5,322b
999,66,395,11,122132,English,blue,0.2,cloud,0.15,square,0.75,green,0.75,polka-dotted,1.0,,,,,,,,,331,333,133,True,5,322b
1000,66,191,12,323212,English,blue,1.0,striped,0.75,circle,1.0,solid,0.25,,,,,,,,,,,211,221,221,True,4,332
1001,66,2050,13,322122,English,polka-dotted,0.15,solid,0.7,green,0.15,red,0.65,circle,1.0,,,,,,,,,212,213,232,True,5,322b
1002,66,1673,14,121212,English,polka-dotted,0.15,green,0.15,striped,0.65,cloud,0.7,red,0.75,square,0.1,,,,,,,333,122,122,False,6,22a2a
1003,66,1338,15,122122,English,blue,0.2,circle,0.15,polka-dotted,0.15,striped,0.7,cloud,0.7,red,0.7,,,,,,,132,121,222,True,6,22b2b
1004,66,1865,16,123212,English,circle,0.7,square,0.2,blue,0.2,green,0.75,polka-dotted,1.0,,,,,,,,,331,233,233,True,5,322a
1005,66,2037,17,322122,English,red,0.15,solid,1.0,green,0.7,square,0.15,circle,0.7,,,,,,,,,213,212,313,True,5,322b
1006,67,203,3,212132,english,green,0.6,red,0.4,circle,0.55,striped,0.6,cloud,0.75,,,,,,,,,123,123,222,True,5,322a
1007,67,765,4,211212,english,solid,0.5,blue,0.35,cloud,0.55,square,0.7,striped,0.65,red,0.75,,,,,,,311,322,122,True,6,22a2b
1008,67,1121,5,321212,english,polka-dotted,0.65,cloud,0.45,solid,0.65,square,0.4,blue,0.8,,,,,,,,,111,331,331,True,5,322a
1009,67,1410,6,322111,english,green,0.6,cloud,0.25,circle,0.6,red,0.35,polka-dotted,0.75,blue,0.45,,,,,,,232,231,133,True,6,321
1010,67,1000,7,121112,english,red,0.3,solid,0.6,blue,0.7,polka-dotted,0.8,cloud,0.35,circle,0.75,square,0.35,,,,,311,232,132,True,7,22a1
1011,67,1414,8,322111,english,solid,0.6,striped,0.35,cloud,0.8,green,0.25,polka-dotted,0.75,square,0.65,,,,,,,333,323,113,True,6,321
1012,67,2162,9,121111,english,green,0.5,polka-dotted,0.5,cloud,0.55,red,0.5,square,0.5,striped,0.6,blue,0.5,solid,0.6,,,122,331,313,True,8,211
1013,67,908,10,212121,english,circle,0.45,green,0.6,polka-dotted,0.25,red,0.7,solid,0.35,square,0.7,,,,,,,233,233,312,False,6,22a2a
1014,67,2170,11,121111,english,green,0.35,striped,0.65,cloud,0.35,polka-dotted,0.65,square,0.3,circle,0.65,red,0.35,blue,0.7,,,131,223,322,True,8,211
1015,67,914,12,212121,english,polka-dotted,0.65,circle,0.35,striped,0.65,square,0.35,blue,0.65,green,0.4,,,,,,,223,223,331,False,6,22a2a
1016,67,1279,13,111111,english,solid,0.35,cloud,0.65,green,0.4,red,0.7,striped,0.35,square,0.6,polka-dotted,0.4,circle,0.65,blue,0.35,213,132,321,False,9,111
1017,67,1686,14,121212,english,red,0.6,solid,0.35,square,0.7,blue,0.35,circle,0.7,polka-dotted,0.35,,,,,,,231,312,312,False,6,22a2a
