targetUttCode,pref3,pref1,response0,name,item,blockNr,Answer.time_in_minutes,slide_number,workerid,targetFeature,featuresPresent,numFeatures,normResponse1,normResponse2,trial_type,normResponse0,sex,targetFeatureNum,response2,pref2,utterance,certainty,obj3,obj1,response1,obj2,uttCode
22b1-3,polka-dotted,solid,0.15,,12881,1,5.86885,13,9,texture,"['cloud', 'square', 'red', 'green']",4,0.125,0.75,task,0.125,female,2,0.9,striped,red,,313,122,0.15,332,22b1
22b1-3,polka-dotted,solid,0.1,,3091,1,5.86885,14,9,texture,"['circle', 'square', 'blue', 'red']",4,0.09090909090909091,0.8181818181818181,task,0.09090909090909091,female,2,0.9,striped,circle,,222,311,0.1,231,22b1
,,,,,,,5.86885,,9,,,,,,,,,,,,,0.85,,,,,
211-3,polka-dotted,solid,0.35,,26041,2,5.86885,19,9,texture,"['cloud', 'circle', 'square', 'blue', 'green']",5,0.5185185185185185,0.22222222222222224,task,0.25925925925925924,female,2,0.3,striped,blue,,333,211,0.7,121,211
321-3,polka-dotted,solid,0.25,,25281,2,5.86885,20,9,texture,"['cloud', 'circle', 'green']",3,0.6,0.2,task,0.2,female,2,0.25,striped,green,,233,113,0.75,123,321
321-2,polka-dotted,solid,0.15,,23520,2,5.86885,21,9,texture,"['circle', 'blue', 'red', 'green']",4,0.48,0.4,task,0.12,female,2,0.5,striped,circle,,233,231,0.6,212,321
22a1-3,polka-dotted,solid,0.15,,1531,2,5.86885,22,9,texture,"['circle', 'square', 'blue', 'red']",4,0.5862068965517241,0.3103448275862069,task,0.10344827586206896,female,2,0.45,striped,square,,212,321,0.85,331,22a1
,,,,,,,5.86885,,9,,,,,,,,,,,,,0.8,,,,,
22b2b-2,square,cloud,0.85,,21690,0,7.021933333333333,3,10,shape,"['solid', 'polka-dotted', 'red', 'green']",4,0.4722222222222222,0.05555555555555556,task,0.4722222222222222,male,1,0.1,circle,polka-dotted,,133,112,0.85,332,22b2b
311-3,square,cloud,0.85,,6600,0,7.021933333333333,4,10,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0.4722222222222222,0.05555555555555556,task,0.4722222222222222,male,1,0.1,circle,polka-dotted,,232,112,0.85,322,311
322b-2,square,cloud,0.85,,16440,0,7.021933333333333,5,10,shape,"['striped', 'red', 'green']",3,0.4722222222222222,0.05555555555555556,task,0.4722222222222222,male,1,0.1,circle,red,,223,222,0.85,322,322b
311-3,square,cloud,0.2,,8720,0,7.021933333333333,6,10,shape,"['solid', 'blue', 'red', 'green']",4,0.3333333333333333,0.47619047619047616,task,0.19047619047619047,male,1,0.5,circle,red,,113,211,0.35,312,311
,,,,,,,7.021933333333333,,10,,,,,,,,,,,,,0.65,,,,,
321-2,square,cloud,0.25,,430,1,7.021933333333333,11,10,shape,"['solid', 'striped', 'polka-dotted', 'blue']",4,0.75,0.04166666666666667,task,0.20833333333333334,male,1,0.05,circle,polka-dotted,,231,311,0.9,221,321
331-3,square,cloud,0.25,,830,1,7.021933333333333,12,10,shape,"['polka-dotted', 'blue']",2,0.75,0.04166666666666667,task,0.20833333333333334,male,1,0.05,circle,polka-dotted,,331,131,0.9,231,331
22b1-3,square,cloud,0.25,,4840,1,7.021933333333333,13,10,shape,"['solid', 'polka-dotted', 'blue', 'red']",4,0.8,0,task,0.2,male,1,0,circle,solid,,132,211,1,331,22b1
311-3,square,cloud,0.25,,24130,1,7.021933333333333,14,10,shape,"['polka-dotted', 'blue', 'red', 'green']",4,0.8,0,task,0.2,male,1,0,circle,green,,233,331,1,132,311
,,,,,,,7.021933333333333,,10,,,,,,,,,,,,,1,,,,,
321-2,square,cloud,0.95,,6350,2,7.021933333333333,19,10,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0.1923076923076923,0.07692307692307693,task,0.7307692307692307,male,1,0.1,circle,solid,,232,112,0.25,122,321
311-3,square,cloud,0.95,,14130,2,7.021933333333333,20,10,shape,"['striped', 'blue', 'red', 'green']",4,0.2,0.04,task,0.76,male,1,0.05,circle,green,,123,321,0.25,222,311
322b-2,square,cloud,0.95,,17290,2,7.021933333333333,21,10,shape,"['solid', 'striped', 'green']",3,0.2,0.04,task,0.76,male,1,0.05,circle,solid,,223,113,0.25,213,322b
22b2b-2,square,cloud,0.95,,25230,2,7.021933333333333,22,10,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.2,0.04,task,0.76,male,1,0.05,circle,striped,,233,222,0.25,123,22b2b
,,,,,,,7.021933333333333,,10,,,,,,,,,,,,,0.9,,,,,
331-3,polka-dotted,solid,0.8,,420,0,6.56555,3,11,texture,"['circle', 'blue']",2,0.2333333333333333,0.2333333333333333,task,0.5333333333333333,male,2,0.35,striped,circle,,231,211,0.35,221,331
22b2b-2,polka-dotted,solid,0.85,,1011,0,6.56555,4,11,texture,"['cloud', 'square', 'blue', 'red']",4,0.2333333333333333,0.19999999999999998,task,0.5666666666666667,male,2,0.3,striped,cloud,,112,311,0.35,131,22b2b
22b2b-2,polka-dotted,solid,0.9,,5071,0,6.56555,5,11,texture,"['cloud', 'circle', 'blue', 'red']",4,0.2333333333333333,0.16666666666666666,task,0.6,male,2,0.25,striped,red,,132,231,0.35,212,22b2b
321-2,polka-dotted,solid,0.9,,8850,0,6.56555,6,11,texture,"['cloud', 'blue', 'red', 'green']",4,0.2333333333333333,0.16666666666666666,task,0.6,male,2,0.25,striped,blue,,113,121,0.35,122,321
,,,,,,,6.56555,,11,,,,,,,,,,,,,0.55,,,,,
22a2b-2b,green,blue,0.65,,13352,1,6.56555,11,11,color,"['cloud', 'square', 'solid', 'striped']",4,0.3333333333333333,0.2333333333333333,task,0.43333333333333335,male,3,0.35,red,striped,,123,311,0.5,121,22a2b
22b1-3,green,blue,0.7,,16632,1,6.56555,12,11,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,0.3333333333333333,0.19999999999999998,task,0.4666666666666666,male,3,0.3,red,striped,,223,121,0.5,232,22b1
22b2b-2,green,blue,0.75,,1942,1,6.56555,13,11,color,"['circle', 'square', 'solid', 'polka-dotted']",4,0.2222222222222222,0.2222222222222222,task,0.5555555555555555,male,3,0.3,red,square,,312,211,0.3,331,22b2b
322b-2,green,blue,1,,26301,1,6.56555,14,11,color,"['square', 'solid', 'polka-dotted']",3,0.16666666666666666,0.16666666666666666,task,0.6666666666666666,male,3,0.25,red,polka-dotted,,333,311,0.25,331,322b
,,,,,,,6.56555,,11,,,,,,,,,,,,,0.8,,,,,
311-3,polka-dotted,solid,0.6,,22961,2,6.56555,19,11,texture,"['cloud', 'circle', 'square', 'green']",4,0.3,0.3,task,0.39999999999999997,male,2,0.45,striped,green,,133,213,0.45,323,311
22b1-2,polka-dotted,solid,0.6,,23311,2,6.56555,20,11,texture,"['cloud', 'circle', 'square', 'blue', 'green']",5,0.3333333333333333,0.2222222222222222,task,0.4444444444444444,male,2,0.3,striped,blue,,233,121,0.45,331,22b1
22a1-3,polka-dotted,solid,0.7,,21811,2,6.56555,21,11,texture,"['cloud', 'circle', 'blue', 'green']",4,0.2962962962962963,0.18518518518518517,task,0.5185185185185185,male,2,0.25,striped,cloud,,133,221,0.4,113,22a1
211-3,polka-dotted,solid,1,,11091,2,6.56555,22,11,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0,0,task,1,male,2,0,striped,circle,,213,221,0,332,211
,,,,,,,6.56555,,11,,,,,,,,,,,,,1,,,,,
211-3,polka-dotted,solid,0.5,,23801,0,6.24215,3,12,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.43333333333333335,0.2333333333333333,task,0.3333333333333333,male,2,0.35,striped,circle,,233,311,0.65,222,211
22b1-2,polka-dotted,solid,0.65,,18201,0,6.24215,4,12,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.3548387096774193,0.22580645161290316,task,0.4193548387096774,male,2,0.35,striped,circle,,323,221,0.55,212,22b1
22a2b-2a,polka-dotted,solid,0.75,,11371,0,6.24215,5,12,texture,"['cloud', 'circle', 'red', 'green']",4,0.3548387096774194,0.16129032258064516,task,0.48387096774193544,male,2,0.25,striped,cloud,,213,132,0.55,113,22a2b
22a2b-2b,polka-dotted,solid,0.8,,8381,0,6.24215,6,12,texture,"['cloud', 'circle', 'blue', 'green']",4,0.3793103448275862,0.06896551724137931,task,0.5517241379310345,male,2,0.1,striped,circle,,113,211,0.55,231,22a2b
,,,,,,,6.24215,,12,,,,,,,,,,,,,0.75,,,,,
321-3,polka-dotted,solid,0.65,,25410,1,6.24215,11,12,texture,"['circle', 'red', 'green']",3,0.30303030303030304,0.30303030303030304,task,0.393939393939394,male,2,0.5,striped,circle,,233,212,0.5,223,321
321-2,polka-dotted,solid,0.7,,12000,1,6.24215,12,12,texture,"['square', 'blue', 'red', 'green']",4,0.19999999999999998,0.3333333333333333,task,0.4666666666666666,male,2,0.5,striped,square,,313,321,0.3,312,321
22a2b-2b,polka-dotted,solid,0.9,,27911,1,6.24215,13,12,texture,"['circle', 'square', 'blue', 'green']",4,0.19354838709677422,0.22580645161290325,task,0.5806451612903226,male,2,0.35,striped,square,,333,211,0.3,313,22a2b
311-3,polka-dotted,solid,1,,16610,1,6.24215,14,12,texture,"['circle', 'blue', 'red', 'green']",4,0.18181818181818182,0.21212121212121213,task,0.6060606060606061,male,2,0.35,striped,circle,,223,211,0.3,232,311
,,,,,,,6.24215,,12,,,,,,,,,,,,,0.5,,,,,
22b2b-2,polka-dotted,solid,0.75,,20451,2,6.24215,19,12,texture,"['cloud', 'circle', 'blue', 'green']",4,0.3225806451612903,0.1935483870967742,task,0.48387096774193544,male,2,0.3,striped,cloud,,133,111,0.5,231,22b2b
311-3,polka-dotted,solid,0.55,,22751,2,6.24215,20,12,texture,"['cloud', 'circle', 'square', 'green']",4,0.48484848484848486,0.1818181818181818,task,0.3333333333333333,male,2,0.3,striped,green,,133,313,0.8,223,311
211-3,polka-dotted,solid,0.45,,3471,2,6.24215,21,12,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0.5588235294117647,0.17647058823529413,task,0.2647058823529412,male,2,0.3,striped,red,,222,131,0.95,312,211
322b-2,polka-dotted,solid,0.45,,26300,2,6.24215,22,12,texture,"['square', 'blue', 'green']",3,0.6129032258064516,0.09677419354838711,task,0.2903225806451613,male,2,0.15,striped,square,,333,311,0.95,331,322b
,,,,,,,6.24215,,12,,,,,,,,,,,,,0.85,,,,,
321-3,green,blue,0,,8851,0,5.967016666666667,3,13,color,"['cloud', 'solid', 'striped']",3,0.95,0.05,task,0,female,3,0.05,red,cloud,,113,121,0.95,122,321
211-3,green,blue,1,,20652,0,5.967016666666667,4,13,color,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",5,0,0,task,1,female,3,0,red,striped,,133,321,0,112,211
211-3,green,blue,1,,10422,0,5.967016666666667,5,13,color,"['cloud', 'circle', 'solid', 'striped', 'polka-dotted']",5,0,0,task,1,female,3,0,red,polka-dotted,,213,231,0,122,211
321-3,green,blue,0,,16671,0,5.967016666666667,6,13,color,"['circle', 'striped', 'polka-dotted']",3,1,0,task,0,female,3,0,red,polka-dotted,,223,231,1,232,321
,,,,,,,5.967016666666667,,13,,,,,,,,,,,,,0.3,,,,,
22b1-3,square,cloud,0.05,,28340,1,5.967016666666667,11,13,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.047619047619047616,0.9047619047619047,task,0.047619047619047616,female,1,0.95,circle,polka-dotted,,333,121,0.05,223,22b1
22a2b-2a,square,cloud,0,,25430,1,5.967016666666667,12,13,shape,"['striped', 'polka-dotted', 'red', 'green']",4,1,0,task,0,female,1,0,circle,polka-dotted,,233,122,1,223,22a2b
22b2b-2,square,cloud,1,,19270,1,5.967016666666667,13,13,shape,"['solid', 'striped', 'blue', 'green']",4,0,0,task,1,female,1,0,circle,green,,323,121,0,113,22b2b
321-2,square,cloud,0,,430,1,5.967016666666667,14,13,shape,"['solid', 'striped', 'polka-dotted', 'blue']",4,0,1,task,0,female,1,1,circle,solid,,231,311,0,221,321
,,,,,,,5.967016666666667,,13,,,,,,,,,,,,,0.7,,,,,
22a2b-2b,square,cloud,0.8,,20250,2,5.967016666666667,19,13,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0,0,task,1,female,1,0,circle,blue,,133,111,0,311,22a2b
22b1-2,square,cloud,0.05,,5480,2,5.967016666666667,20,13,shape,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",5,0,0.9375,task,0.0625,female,1,0.75,circle,blue,,132,311,0,322,22b1
321-3,square,cloud,0,,19600,2,5.967016666666667,21,13,shape,"['solid', 'striped', 'green']",3,0,1,task,0,female,1,0.95,circle,striped,,323,113,0,213,321
211-3,square,cloud,0,,24930,2,5.967016666666667,22,13,shape,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",5,1,0,task,0,female,1,0,circle,polka-dotted,,233,121,1,313,211
,,,,,,,5.967016666666667,,13,,,,,,,,,,,,,0,,,,,
311-3,polka-dotted,solid,1,,26600,0,5.079283333333334,3,14,texture,"['square', 'blue', 'red', 'green']",4,0.3333333333333333,0.3333333333333333,task,0.3333333333333333,female,2,1,striped,green,,333,321,1,312,311
22b2b-2,polka-dotted,solid,1,,21691,0,5.079283333333334,4,14,texture,"['cloud', 'square', 'red', 'green']",4,0.3333333333333333,0.3333333333333333,task,0.3333333333333333,female,2,1,striped,cloud,,133,112,1,332,22b2b
22b1-3,polka-dotted,solid,1,,27561,0,5.079283333333334,5,14,texture,"['cloud', 'square', 'blue', 'green']",4,0,0,task,1,female,2,0,striped,cloud,,333,121,0,113,22b1
321-2,polka-dotted,solid,0,,27410,0,5.079283333333334,6,14,texture,"['square', 'blue', 'red', 'green']",4,1,0,task,0,female,2,0,striped,blue,,333,321,1,332,321
,,,,,,,5.079283333333334,,14,,,,,,,,,,,,,1,,,,,
22b2b-2,polka-dotted,solid,1,,1011,1,5.079283333333334,11,14,texture,"['cloud', 'square', 'blue', 'red']",4,0,0.28571428571428575,task,0.7142857142857143,female,2,0.4,striped,cloud,,112,311,0,131,22b2b
331-3,polka-dotted,solid,1,,230,1,5.079283333333334,12,14,texture,"['cloud', 'blue']",2,0,0.23076923076923075,task,0.7692307692307692,female,2,0.3,striped,blue,,131,111,0,121,331
321-3,polka-dotted,solid,1,,6390,1,5.079283333333334,13,14,texture,"['circle', 'blue', 'red']",3,0,0,task,1,female,2,0,striped,blue,,232,211,0,222,321
22a2b-2a,polka-dotted,solid,0.9,,23091,1,5.079283333333334,14,14,texture,"['cloud', 'circle', 'blue', 'green']",4,0.29268292682926833,0.26829268292682934,task,0.4390243902439025,female,2,0.55,striped,circle,,233,121,0.6,221,22a2b
,,,,,,,5.079283333333334,,14,,,,,,,,,,,,,1,,,,,
22a1-3,green,blue,0.5,,8592,2,5.079283333333334,19,14,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.6666666666666666,0,task,0.3333333333333333,female,3,0,red,cloud,,113,231,1,112,22a1
321-2,green,blue,0,,14981,2,5.079283333333334,20,14,color,"['cloud', 'solid', 'striped', 'polka-dotted']",4,1,0,task,0,female,3,0,red,cloud,,123,132,1,113,321
321-3,green,blue,0.4,,20661,2,5.079283333333334,21,14,color,"['cloud', 'solid', 'polka-dotted']",3,0.7142857142857143,0,task,0.28571428571428575,female,3,0,red,solid,,133,131,1,112,321
22a1-3,green,blue,0.3,,14692,2,5.079283333333334,22,14,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.7692307692307692,0,task,0.23076923076923075,female,3,0,red,striped,,123,121,1,332,22a1
,,,,,,,5.079283333333334,,14,,,,,,,,,,,,,1,,,,,
321-3,green,blue,1,,16361,0,17.908133333333332,3,15,color,"['circle', 'square', 'striped']",3,0,0,task,1,female,3,0,red,striped,,223,321,0,322,321
211-3,green,blue,0.5,,23802,0,17.908133333333332,4,15,color,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",5,0.5,0,task,0.5,female,3,0,red,circle,,233,311,0.5,222,211
321-3,green,blue,0.5,,26961,0,17.908133333333332,5,15,color,"['square', 'striped', 'polka-dotted']",3,0,0.5,task,0.5,female,3,0.5,red,square,,333,321,0,322,321
22b1-3,green,blue,0.5,,24052,0,17.908133333333332,6,15,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.3846153846153846,0.23076923076923075,task,0.3846153846153846,female,3,0.3,red,polka-dotted,,233,111,0.5,132,22b1
,,,,,,,17.908133333333332,,15,,,,,,,,,,,,,0.25,,,,,
322b-2,polka-dotted,solid,0,,501,1,17.908133333333332,11,15,texture,"['cloud', 'circle', 'blue']",3,0.4,0.6,task,0,female,2,0.75,striped,blue,,231,111,0.5,131,322b
211-3,polka-dotted,solid,0.7,,15181,1,17.908133333333332,12,15,texture,"['cloud', 'circle', 'square', 'red', 'green']",5,0.1142857142857143,0.4857142857142857,task,0.39999999999999997,female,2,0.85,striped,green,,123,332,0.2,213,211
322b-2,polka-dotted,solid,0.7,,331,1,17.908133333333332,13,15,texture,"['cloud', 'square', 'blue']",3,0.08108108108108107,0.5405405405405405,task,0.37837837837837834,female,2,1,striped,cloud,,131,121,0.15,321,322b
22a1-3,polka-dotted,solid,0.7,,2501,1,17.908133333333332,14,15,texture,"['cloud', 'square', 'blue', 'red']",4,0.08108108108108107,0.5405405405405405,task,0.37837837837837834,female,2,1,striped,square,,122,311,0.15,331,22a1
,,,,,,,17.908133333333332,,15,,,,,,,,,,,,,0.75,,,,,
22b1-3,polka-dotted,solid,0.5,,9641,2,17.908133333333332,19,15,texture,"['cloud', 'square', 'red', 'green']",4,0.4,0.2,task,0.4,female,2,0.25,striped,red,,113,122,0.5,332,22b1
22b1-2,polka-dotted,solid,0.8,,12611,2,17.908133333333332,20,15,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.3225806451612903,0.16129032258064516,task,0.5161290322580645,female,2,0.25,striped,circle,,313,211,0.5,232,22b1
22b1-3,polka-dotted,solid,0.8,,3091,2,17.908133333333332,21,15,texture,"['circle', 'square', 'blue', 'red']",4,0.43243243243243246,0.13513513513513511,task,0.43243243243243246,female,2,0.25,striped,circle,,222,311,0.8,231,22b1
22b1-2,polka-dotted,solid,0.8,,25151,2,17.908133333333332,22,15,texture,"['cloud', 'circle', 'square', 'blue', 'green']",5,0.5,0,task,0.5,female,2,0,striped,green,,233,321,0.8,123,22b1
,,,,,,,17.908133333333332,,15,,,,,,,,,,,,,0.75,,,,,
321-3,square,cloud,0.8,,17550,0,6.186733333333334,3,16,shape,"['striped', 'blue', 'green']",3,0,0.3846153846153846,task,0.6153846153846154,male,1,0.5,circle,green,,223,321,0,123,321
22a2b-2a,square,cloud,0.8,,3710,0,6.186733333333334,4,16,shape,"['solid', 'striped', 'blue', 'red']",4,0,0.3846153846153846,task,0.6153846153846154,male,1,0.5,circle,blue,,322,211,0,221,22a2b
211-3,square,cloud,0.8,,25620,0,6.186733333333334,5,16,shape,"['solid', 'striped', 'polka-dotted', 'red', 'green']",5,0,0.3846153846153846,task,0.6153846153846154,male,1,0.5,circle,polka-dotted,,233,112,0,323,211
22b2b-2,square,cloud,1,,25000,0,6.186733333333334,6,16,shape,"['solid', 'polka-dotted', 'red', 'green']",4,0,0,task,1,male,1,0,circle,green,,233,212,0,313,22b2b
,,,,,,,6.186733333333334,,16,,,,,,,,,,,,,1,,,,,
331-3,square,cloud,1,,0,1,6.186733333333334,11,16,shape,"['solid', 'blue']",2,0,0,task,1,male,1,0,circle,blue,,311,111,0,211,331
311-3,square,cloud,1,,6370,1,6.186733333333334,12,16,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0,0,task,1,male,1,0,circle,red,,232,312,0,122,311
322b-2,square,cloud,1,,500,1,6.186733333333334,13,16,shape,"['solid', 'polka-dotted', 'blue']",3,0,0,task,1,male,1,0,circle,blue,,231,111,0,131,322b
321-2,square,cloud,1,,6350,1,6.186733333333334,14,16,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0,0,task,1,male,1,0,circle,red,,232,112,0,122,321
,,,,,,,6.186733333333334,,16,,,,,,,,,,,,,1,,,,,
321-3,green,blue,0,,23851,2,6.186733333333334,19,16,color,"['circle', 'striped', 'polka-dotted']",3,1,0,task,0,male,3,0,red,circle,,233,231,1,222,321
331-3,green,blue,0,,8520,2,6.186733333333334,20,16,color,"['cloud', 'solid']",2,1,0,task,0,male,3,0,red,cloud,,113,111,1,112,331
331-3,green,blue,0,,27440,2,6.186733333333334,21,16,color,"['square', 'polka-dotted']",2,1,0,task,0,male,3,0,red,polka-dotted,,333,331,1,332,331
321-2,green,blue,0,,4341,2,6.186733333333334,22,16,color,"['cloud', 'circle', 'square', 'striped']",4,1,0,task,0,male,3,0,red,striped,,322,221,1,122,321
,,,,,,,6.186733333333334,,16,,,,,,,,,,,,,1,,,,,
22b1-3,polka-dotted,solid,0.2,,8361,0,7.6074,3,17,texture,"['cloud', 'square', 'blue', 'green']",4,0.20689655172413793,0.6551724137931034,task,0.13793103448275862,female,2,0.95,striped,blue,,113,321,0.3,131,22b1
22a2b-2b,polka-dotted,solid,0.15,,9631,0,7.6074,4,17,texture,"['cloud', 'square', 'red', 'green']",4,0.23809523809523808,0.6190476190476191,task,0.14285714285714285,female,2,0.65,striped,red,,113,312,0.25,332,22a2b
322b-2,polka-dotted,solid,0.2,,41,0,7.6074,5,17,texture,"['cloud', 'circle', 'blue']",3,0.7333333333333334,0,task,0.26666666666666666,female,2,0,striped,circle,,221,111,0.55,211,322b
22a2b-2b,polka-dotted,solid,0.3,,21791,0,7.6074,6,17,texture,"['cloud', 'square', 'blue', 'green']",4,0,0.7142857142857143,task,0.2857142857142857,female,2,0.75,striped,green,,133,311,0,113,22a2b
,,,,,,,7.6074,,17,,,,,,,,,,,,,0.6,,,,,
211-3,green,blue,0.15,,20652,1,7.6074,11,17,color,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",5,0.04166666666666667,0.8333333333333334,task,0.125,female,3,1,red,polka-dotted,,133,321,0.05,112,211
331-3,green,blue,0.15,,18670,1,7.6074,12,17,color,"['square', 'striped']",2,0.08333333333333334,0.7916666666666666,task,0.125,female,3,0.95,red,striped,,323,321,0.1,322,331
321-2,green,blue,0.05,,4341,1,7.6074,13,17,color,"['cloud', 'circle', 'square', 'striped']",4,0.95,0,task,0.05,female,3,0,red,striped,,322,221,0.95,122,321
22b2b-2,green,blue,0.45,,3952,1,7.6074,14,17,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.2857142857142857,0.2857142857142857,task,0.42857142857142855,female,3,0.3,red,striped,,322,121,0.3,331,22b2b
,,,,,,,7.6074,,17,,,,,,,,,,,,,0.4,,,,,
22a1-3,square,cloud,0.2,,24030,2,7.6074,19,17,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.7391304347826085,0.08695652173913043,task,0.17391304347826086,female,1,0.1,circle,polka-dotted,,233,122,0.85,322,22a1
