"","X.3","X.2","X.1","X","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","workerid","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous"
"79",79,79,79,117,"red",232,1,29,221,4,0.555555555555556,"green","color",9.34245,0.5,"task",221,232,"blue","task","blue",0.6,221,"3","blue",3,0.333333333333333,"female",123,"red",0.111111111111111,3,123,4,"red",0,"striped","22b1",0.2,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22b1-3","green",0.6,14542,2,17,22,5,5,"5","2","2, 6, 8, 1, 5, 9, 2, 5, 7",TRUE
"80",80,80,80,118,"red",132,1,30,131,4,0.555555555555556,"green","color",9.34245,0.5,"task",131,212,"blue","task","blue",0.6,131,"3","blue",3,0.333333333333333,"female",212,"red",0.111111111111111,3,132,4,"red",0,"cloud","22a2b",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",1,"22a2b-2b","green",0.6,5062,3,16,11,7,7,"1","2","1, 6, 8, 2, 4, 8, 1, 6, 7",TRUE
"81",81,81,81,121,"striped",112,0.5,3,112,4,0.517241379310345,"solid","texture",6.62686666666667,0,"task",131,112,"solid","task","striped",0.75,133,"2","striped",2,0.137931034482759,"female",131,"polka-dotted",0.344827586206897,0,133,5,"polka-dotted",1,"cloud","321",0.5,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.75,"321-2","solid",0.2,20660,0,10,7,25,10,"1","3","1, 4, 8, 1, 6, 7, 1, 6, 9",TRUE
"82",82,82,82,122,"striped",331,0.5,4,321,4,0.344827586206897,"solid","texture",6.62686666666667,0,"task",321,331,"solid","task","striped",0.75,212,"3","striped",2,0.137931034482759,"female",321,"polka-dotted",0.517241379310345,0,212,5,"polka-dotted",1,"blue","22a1",0.75,"polka-dotted","['circle', 'square', 'blue', 'red']",0.5,"22a1-3","solid",0.2,1531,1,9,6,11,6,"7","3","3, 6, 7, 3, 5, 7, 2, 4, 8",TRUE
"83",83,83,83,123,"striped",313,0.5,5,312,4,0.387096774193548,"solid","texture",6.62686666666667,0,"task",312,232,"solid","task","striped",0.75,312,"3","striped",2,0.0967741935483871,"female",232,"polka-dotted",0.516129032258065,0,313,5,"polka-dotted",1,"red","22a2b",0.8,"polka-dotted","['circle', 'square', 'red', 'green']",0.6,"22a2b-2a","solid",0.15,12711,2,21,17,12,12,"8","3","3, 4, 9, 2, 6, 8, 3, 4, 8",TRUE
"84",84,84,84,124,"striped",131,0.5,6,323,5,0.375,"solid","texture",6.62686666666667,0,"task",131,213,"solid","task","striped",0.75,213,"3","striped",2,0.09375,"female",323,"polka-dotted",0.53125,0,323,5,"polka-dotted",1,"green","211",0.85,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.6,"211-3","solid",0.15,19481,3,7,24,20,24,"9","3","1, 6, 7, 3, 5, 9, 2, 4, 9",TRUE
"85",85,85,85,127,"striped",331,1,11,313,4,0.5,"striped","texture",6.62686666666667,0,"task",331,313,"solid","task","solid",0.6,123,"2","solid",2,0.333333333333333,"female",313,"striped",0.166666666666667,1,123,5,"polka-dotted",0.5,"green","22b1",0.25,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.75,"22b1-3","polka-dotted",0.5,15281,0,9,21,22,21,"9","2","3, 6, 7, 3, 4, 9, 1, 5, 9",TRUE
"86",86,86,86,128,"striped",332,1,12,213,5,0.548387096774194,"striped","texture",6.62686666666667,0,"task",221,332,"solid","task","solid",0.6,221,"2","solid",2,0.32258064516129,"female",213,"striped",0.129032258064516,1,213,5,"polka-dotted",0.5,"circle","211",0.2,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.85,"211-3","polka-dotted",0.5,11091,1,18,20,5,20,"2","2","3, 6, 8, 2, 4, 9, 2, 5, 7",TRUE
"87",87,87,87,129,"striped",323,1,13,113,4,0.620689655172414,"striped","texture",6.62686666666667,0,"task",131,113,"solid","task","solid",0.6,131,"2","solid",2,0.241379310344828,"female",113,"striped",0.137931034482759,1,323,5,"polka-dotted",0.5,"cloud","22b1",0.2,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.9,"22b1-3","polka-dotted",0.35,19301,2,24,19,7,19,"1","2","3, 5, 9, 1, 4, 9, 1, 6, 7",TRUE
"88",88,88,88,130,"striped",232,1,14,212,2,0.633333333333333,"striped","texture",6.62686666666667,0,"task",212,222,"solid","task","solid",0.6,222,"2","solid",2,0.233333333333333,"female",212,"striped",0.133333333333333,1,232,5,"polka-dotted",0.5,"circle","331",0.2,"polka-dotted","['circle', 'red']",0.95,"331-3","polka-dotted",0.35,6480,3,17,11,14,11,"2","2","2, 6, 8, 2, 4, 8, 2, 5, 8",TRUE
"89",89,89,89,133,"circle",123,1,19,123,3,0.444444444444444,"square","shape",6.62686666666667,0.5,"task",321,123,"cloud","task","cloud",0.65,321,"3","cloud",1,0.277777777777778,"female",223,"circle",0.277777777777778,2,223,5,"circle",0,"striped","321",0.5,"square","['striped', 'blue', 'green']",0.8,"321-3","square",0.5,17550,0,22,23,6,22,"5","3","1, 5, 9, 2, 5, 9, 3, 5, 7",TRUE
"90",90,90,90,134,"circle",231,1,20,132,4,0.484848484848485,"square","shape",6.62686666666667,0.5,"task",231,212,"cloud","task","cloud",0.65,132,"3","cloud",1,0.303030303030303,"female",212,"circle",0.212121212121212,2,132,5,"circle",0,"red","22b2b",0.35,"square","['solid', 'polka-dotted', 'blue', 'red']",0.8,"22b2b-2","square",0.5,5070,1,8,11,16,16,"8","3","2, 6, 7, 2, 4, 8, 1, 6, 8",TRUE
"91",91,91,91,135,"circle",323,1,21,133,4,0.484848484848485,"square","shape",6.62686666666667,0.5,"task",213,323,"cloud","task","cloud",0.65,213,"3","cloud",1,0.303030303030303,"female",133,"circle",0.212121212121212,2,133,5,"circle",0,"green","311",0.35,"square","['solid', 'striped', 'polka-dotted', 'green']",0.8,"311-3","square",0.5,22960,2,24,25,20,25,"9","3","3, 5, 9, 1, 6, 9, 2, 4, 9",TRUE
"92",92,92,92,136,"circle",213,1,22,311,4,0.484848484848485,"square","shape",6.62686666666667,0.5,"task",311,331,"cloud","task","cloud",0.65,331,"3","cloud",1,0.363636363636364,"female",311,"circle",0.151515151515152,2,213,5,"circle",0,"solid","22a2b",0.25,"square","['solid', 'polka-dotted', 'blue', 'green']",0.8,"22a2b-2a","square",0.6,9990,3,20,3,9,3,"4","3","2, 4, 9, 3, 4, 7, 3, 6, 7",TRUE
"93",93,93,93,139,"striped",223,0,27,223,4,0.3125,"polka-dotted","texture",6.62686666666667,0.5,"task",311,231,"solid","task","striped",0.6,231,"2","striped",2,0.1875,"female",311,"solid",0.5,3,223,5,"solid",1,"circle","22b1",0.8,"polka-dotted","['circle', 'square', 'blue', 'green']",0.5,"22b1-3","polka-dotted",0.3,15631,0,23,3,8,23,"2","2","2, 5, 9, 3, 4, 7, 2, 6, 7",TRUE
"94",94,94,94,140,"striped",123,0,28,123,5,0.32258064516129,"polka-dotted","texture",6.62686666666667,0.5,"task",221,123,"solid","task","striped",0.6,221,"2","striped",2,0.129032258064516,"female",333,"solid",0.548387096774194,3,333,5,"solid",1,"green","22b1",0.85,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.5,"22b1-2","polka-dotted",0.2,28141,1,22,27,5,22,"9","2","1, 5, 9, 3, 6, 9, 2, 5, 7",TRUE
"95",95,95,95,141,"striped",231,0,29,121,3,0.32258064516129,"polka-dotted","texture",6.62686666666667,0.5,"task",211,121,"solid","task","striped",0.6,121,"2","striped",2,0.129032258064516,"female",211,"solid",0.548387096774194,3,231,5,"solid",1,"blue","321",0.85,"polka-dotted","['cloud', 'circle', 'blue']",0.5,"321-3","polka-dotted",0.2,391,2,8,2,4,4,"7","2","2, 6, 7, 2, 4, 7, 1, 5, 7",TRUE
"96",96,96,96,142,"striped",211,0,30,333,4,0.0833333333333333,"polka-dotted","texture",6.62686666666667,0.5,"task",211,313,"solid","task","striped",0.6,313,"3","striped",2,0.208333333333333,"female",333,"solid",0.708333333333333,3,333,5,"solid",1,"green","22a2b",0.85,"polka-dotted","['circle', 'square', 'blue', 'green']",0.1,"22a2b-2b","polka-dotted",0.25,27911,3,2,27,21,27,"9","2","2, 4, 7, 3, 6, 9, 3, 4, 9",TRUE
"97",97,97,97,145,"striped",112,0,3,122,3,0.142857142857143,"striped","texture",6.78405,1,"task",112,212,"solid","task","polka-dotted",0.3,122,"2","polka-dotted",2,0.321428571428571,"male",212,"solid",0.535714285714286,0,122,6,"solid",0.5,"cloud","322b",0.75,"polka-dotted","['cloud', 'circle', 'red']",0.2,"322b-2","striped",0.45,2741,0,10,11,13,13,"1","3","1, 4, 8, 2, 4, 8, 1, 5, 8",TRUE
"98",98,98,98,146,"striped",313,0,4,132,4,0,"striped","texture",6.78405,1,"task",122,132,"solid","task","polka-dotted",0.3,122,"2","polka-dotted",2,0.48,"male",132,"solid",0.52,0,313,6,"solid",0.5,"cloud","22a1",0.65,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22a1-3","striped",0.6,12571,1,21,16,13,16,"1","3","3, 4, 9, 1, 6, 8, 1, 5, 8",TRUE
"99",99,99,99,147,"striped",233,0,5,233,4,0,"striped","texture",6.78405,1,"task",313,133,"solid","task","polka-dotted",0.3,133,"3","polka-dotted",2,0.684210526315789,"male",313,"solid",0.315789473684211,0,233,6,"solid",0.5,"circle","321",0.3,"polka-dotted","['cloud', 'circle', 'square', 'green']",0,"321-2","striped",0.65,25961,2,26,21,25,26,"2","3","2, 6, 9, 3, 4, 9, 1, 6, 9",FALSE
"100",100,100,100,148,"striped",213,0,6,231,4,0.0454545454545455,"striped","texture",6.78405,1,"task",231,232,"solid","task","polka-dotted",0.3,232,"3","polka-dotted",2,0.727272727272727,"male",231,"solid",0.227272727272727,0,213,6,"solid",0.5,"circle","321",0.25,"polka-dotted","['circle', 'blue', 'red', 'green']",0.05,"321-2","striped",0.8,10960,3,20,8,17,8,"2","3","2, 4, 9, 2, 6, 7, 2, 6, 8",TRUE
"101",101,101,101,151,"red",113,0.5,11,112,2,0.0967741935483871,"blue","color",6.78405,0,"task",111,112,"blue","task","green",0.35,112,"1","red",3,0.451612903225806,"male",111,"red",0.451612903225806,1,113,6,"green",1,"solid","331",0.7,"green","['cloud', 'solid']",0.15,"331-3","blue",0.7,8520,0,19,1,10,10,"4","2","1, 4, 9, 1, 4, 7, 1, 4, 8",TRUE
"102",102,102,102,152,"red",213,0.5,12,213,5,0.0769230769230769,"blue","color",6.78405,0,"task",321,332,"blue","task","green",0.35,332,"1","red",3,0.461538461538462,"male",321,"red",0.461538461538462,1,213,6,"green",1,"circle","211",0.6,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.1,"211-3","blue",0.6,11102,1,20,6,18,20,"2","2","2, 4, 9, 3, 5, 7, 3, 6, 8",FALSE
"103",103,103,103,153,"red",133,0.5,13,111,4,0.153846153846154,"blue","color",6.78405,0,"task",111,231,"blue","task","green",0.35,111,"1","red",3,0.538461538461538,"male",231,"red",0.307692307692308,1,133,6,"green",1,"cloud","22b2b",0.4,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.2,"22b2b-2","blue",0.7,20452,2,25,8,1,1,"1","3","1, 6, 9, 2, 6, 7, 1, 4, 7",TRUE
"104",104,104,104,154,"red",323,0.5,14,311,4,0.266666666666667,"blue","color",6.78405,0,"task",311,331,"blue","task","green",0.35,331,"0","red",3,0.533333333333333,"male",311,"red",0.2,1,323,6,"green",1,"square","321",0.3,"green","['square', 'solid', 'striped', 'polka-dotted']",0.4,"321-2","blue",0.8,18011,3,24,3,9,3,"3","3","3, 5, 9, 3, 4, 7, 3, 6, 7",TRUE
"105",105,105,105,157,"striped",132,0,19,321,4,0.225806451612903,"striped","texture",6.78405,1,"task",311,321,"solid","task","striped",0.55,321,"2","polka-dotted",2,0.225806451612903,"male",311,"solid",0.548387096774194,2,132,6,"solid",0.5,"blue","22a1",0.85,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.35,"22a1-3","polka-dotted",0.35,4671,0,16,3,6,6,"7","2","1, 6, 8, 3, 4, 7, 3, 5, 7",TRUE
"106",106,106,106,158,"striped",332,0,20,332,4,0.230769230769231,"striped","texture",6.78405,1,"task",221,312,"solid","task","striped",0.55,221,"2","polka-dotted",2,0.230769230769231,"male",312,"solid",0.538461538461538,2,332,6,"solid",0.5,"red","22a1",0.7,"polka-dotted","['circle', 'square', 'blue', 'red']",0.3,"22a1-3","polka-dotted",0.3,7391,1,18,12,5,18,"8","3","3, 6, 8, 3, 4, 8, 2, 5, 7",TRUE
"107",107,107,107,159,"striped",322,0,21,132,5,0.0714285714285714,"striped","texture",6.78405,1,"task",231,322,"solid","task","striped",0.55,132,"2","polka-dotted",2,0.357142857142857,"male",231,"solid",0.571428571428572,2,132,6,"solid",0.5,"red","22b1",0.8,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",0.1,"22b1-2","polka-dotted",0.5,5531,2,15,8,16,16,"8","3","3, 5, 8, 2, 6, 7, 1, 6, 8",TRUE
"108",108,108,108,160,"striped",123,0,22,133,4,0.032258064516129,"striped","texture",6.78405,1,"task",312,123,"solid","task","striped",0.55,312,"2","polka-dotted",2,0.419354838709677,"male",133,"solid",0.548387096774194,2,133,6,"solid",0.5,"green","22a1",0.85,"polka-dotted","['cloud', 'square', 'red', 'green']",0.05,"22a1-3","polka-dotted",0.65,22451,3,22,25,12,25,"9","2","1, 5, 9, 1, 6, 9, 3, 4, 8",TRUE
"109",109,109,109,163,"circle",322,0,27,322,3,0.636363636363636,"circle","shape",6.78405,1,"task",222,322,"cloud","task","cloud",0.45,222,"1","square",1,0.181818181818182,"male",223,"circle",0.181818181818182,3,223,6,"cloud",0.5,"striped","322b",0.2,"square","['striped', 'red', 'green']",0.7,"322b-2","square",0.2,16440,0,15,23,14,15,"5","1","3, 5, 8, 2, 5, 9, 2, 5, 8",TRUE
"110",110,110,110,164,"circle",212,0,28,212,3,0.6,"circle","shape",6.78405,1,"task",112,212,"cloud","task","cloud",0.45,122,"1","square",1,0.2,"male",112,"circle",0.2,3,122,6,"cloud",0.5,"solid","322b",0.2,"square","['solid', 'striped', 'red']",0.6,"322b-2","square",0.2,2740,1,11,10,13,11,"4","2","2, 4, 8, 1, 4, 8, 1, 5, 8",TRUE
"111",111,111,111,165,"circle",112,0,29,321,4,0.56,"circle","shape",6.78405,1,"task",121,321,"cloud","task","cloud",0.45,121,"1","square",1,0.32,"male",321,"circle",0.12,3,112,6,"cloud",0.5,"blue","22a2b",0.15,"square","['solid', 'striped', 'blue', 'red']",0.7,"22a2b-2b","square",0.4,970,2,10,6,4,6,"7","3","1, 4, 8, 3, 5, 7, 1, 5, 7",TRUE
"112",112,112,112,166,"circle",123,0,30,323,4,0.566666666666667,"circle","shape",6.78405,1,"task",112,123,"cloud","task","cloud",0.45,323,"1","square",1,0.366666666666667,"male",112,"circle",0.0666666666666667,3,323,6,"cloud",0.5,"green","22a2b",0.1,"square","['solid', 'striped', 'red', 'green']",0.85,"22a2b-2b","square",0.55,19900,3,22,10,24,24,"9","3","1, 5, 9, 1, 4, 8, 3, 5, 9",TRUE
"145",145,145,145,217,"red",211,1,3,313,4,0,"red","color",5.35473333333333,0,"task",211,113,"blue","task","blue",1,313,"0","blue",3,1,"female",113,"red",0,0,313,9,"green",0.5,"square","321",0,"green","['cloud', 'circle', 'square', 'solid']",0,"321-2","green",1,12941,0,2,19,21,21,"3","0","2, 4, 7, 1, 4, 9, 3, 4, 9",FALSE
"146",146,146,146,218,"red",133,1,4,111,4,1,"red","color",5.35473333333333,0,"task",111,231,"blue","task","blue",1,231,"2","blue",3,0,"female",111,"red",0,0,133,9,"green",0.5,"cloud","22b2b",0,"green","['cloud', 'circle', 'solid', 'polka-dotted']",1,"22b2b-2","green",0,20452,1,25,1,8,1,"1","2","1, 6, 9, 1, 4, 7, 2, 6, 7",TRUE
"147",147,147,147,219,"red",221,1,5,221,4,1,"red","color",5.35473333333333,0,"task",121,221,"blue","task","blue",1,121,"2","blue",3,0,"female",233,"red",0,0,233,9,"green",0.5,"striped","22a2b",0,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22a2b-2a","green",0,23092,2,5,26,4,5,"5","2","2, 5, 7, 2, 6, 9, 1, 5, 7",FALSE
"148",148,148,148,220,"red",331,1,6,121,4,1,"red","color",5.35473333333333,0,"task",121,331,"blue","task","blue",1,121,"2","blue",3,0,"female",132,"red",0,0,132,9,"green",0.5,"cloud","22b2b",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",1,"22b2b-2","green",0,4862,3,9,16,4,4,"1","3","3, 6, 7, 1, 6, 8, 1, 5, 7",TRUE
"149",149,149,149,223,"red",322,0,11,322,4,0.25,"green","color",5.35473333333333,0.5,"task",221,312,"blue","task","red",1,221,"3","red",3,0.25,"female",312,"blue",0.5,1,322,9,"blue",1,"striped","22a2b",1,"green","['circle', 'square', 'solid', 'striped']",0.5,"22a2b-2a","green",0.5,4232,0,15,12,5,15,"5","2","3, 5, 8, 3, 4, 8, 2, 5, 7",TRUE
"150",150,150,150,224,"red",211,0,12,212,2,0.25,"green","color",5.35473333333333,0.5,"task",211,212,"blue","task","red",1,213,"3","red",3,0.25,"female",212,"blue",0.5,1,213,9,"blue",1,"circle","331",1,"green","['circle', 'solid']",0.5,"331-3","green",0.5,10150,1,2,11,20,11,"2","3","2, 4, 7, 2, 4, 8, 2, 4, 9",TRUE
"151",151,151,151,225,"red",133,0,13,332,4,0.333333333333333,"green","color",5.35473333333333,0.5,"task",332,133,"blue","task","red",1,332,"2","red",3,0,"female",233,"blue",0.666666666666667,1,233,9,"blue",1,"polka-dotted","321",1,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.5,"321-2","green",0,25931,2,25,26,18,18,"6","2","1, 6, 9, 2, 6, 9, 3, 6, 8",TRUE
"152",152,152,152,226,"red",313,0,14,313,3,0,"green","color",5.35473333333333,0.5,"task",111,311,"blue","task","red",1,311,"2","red",3,0.5,"female",111,"blue",0.5,1,313,9,"blue",1,"square","322b",1,"green","['cloud', 'square', 'solid']",0,"322b-2","green",1,11411,3,21,1,3,21,"3","3","3, 4, 9, 1, 4, 7, 3, 4, 7",TRUE
"153",153,153,153,229,"red",313,0,19,313,4,0.333333333333333,"red","color",5.35473333333333,1,"task",111,212,"blue","task","red",1,111,"3","green",3,0.333333333333333,"female",212,"blue",0.333333333333333,2,313,9,"blue",0.5,"solid","311",0.5,"green","['cloud', 'circle', 'square', 'solid']",0.5,"311-3","green",0.5,11851,0,21,11,1,21,"4","3","3, 4, 9, 2, 4, 8, 1, 4, 7",TRUE
"154",154,154,154,230,"red",231,0,20,133,4,0.25,"red","color",5.35473333333333,1,"task",111,231,"blue","task","red",1,111,"3","green",3,0.5,"female",133,"blue",0.25,2,133,9,"blue",0.5,"polka-dotted","22b2b",0.5,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.5,"22b2b-2","green",1,20452,1,8,25,1,25,"6","3","2, 6, 7, 1, 6, 9, 1, 4, 7",TRUE
"155",155,155,155,231,"red",132,0,21,322,5,0.2,"red","color",5.35473333333333,1,"task",311,322,"blue","task","red",1,322,"3","green",3,0.4,"female",311,"blue",0.4,2,132,9,"blue",0.5,"square","22b1",1,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.5,"22b1-2","green",1,5482,2,16,3,15,15,"3","3","1, 6, 8, 3, 4, 7, 3, 5, 8",TRUE
"156",156,156,156,232,"red",322,0,22,322,4,0,"red","color",5.35473333333333,1,"task",311,212,"blue","task","red",1,212,"3","green",3,0.5,"female",311,"blue",0.5,2,322,9,"blue",0.5,"square","22b2b",1,"green","['circle', 'square', 'solid', 'striped']",0,"22b2b-2","green",1,4112,3,15,3,11,15,"3","3","3, 5, 8, 3, 4, 7, 2, 4, 8",TRUE
"157",157,157,157,235,"striped",211,0.5,27,231,3,0.333333333333333,"solid","texture",5.35473333333333,1,"task",211,121,"solid","task","polka-dotted",0.5,231,"2","polka-dotted",2,0.333333333333333,"female",121,"striped",0.333333333333333,3,231,9,"striped",0,"circle","321",0.5,"polka-dotted","['cloud', 'circle', 'blue']",0.5,"321-3","solid",0.5,391,0,2,4,8,8,"2","2","2, 4, 7, 1, 5, 7, 2, 6, 7",TRUE
"158",158,158,158,236,"striped",323,0.5,28,333,4,0.25,"solid","texture",5.35473333333333,1,"task",221,323,"solid","task","polka-dotted",0.5,221,"2","polka-dotted",2,0.5,"female",333,"striped",0.25,3,333,9,"striped",0,"square","22a2b",0.5,"polka-dotted","['circle', 'square', 'blue', 'green']",0.5,"22a2b-2b","solid",1,28571,1,24,27,5,27,"3","3","3, 5, 9, 3, 6, 9, 2, 5, 7",TRUE
"159",159,159,159,237,"striped",332,0.5,29,332,4,0.333333333333333,"solid","texture",5.35473333333333,1,"task",311,222,"solid","task","polka-dotted",0.5,311,"3","polka-dotted",2,0.666666666666667,"female",222,"striped",0,3,332,9,"striped",0,"square","22b1",0,"polka-dotted","['circle', 'square', 'blue', 'red']",0.5,"22b1-3","solid",1,7601,2,18,14,3,18,"3","2","3, 6, 8, 2, 5, 8, 3, 4, 7",TRUE
"160",160,160,160,238,"striped",222,0.5,30,212,4,0.333333333333333,"solid","texture",5.35473333333333,1,"task",331,212,"solid","task","polka-dotted",0.5,331,"3","polka-dotted",2,0.666666666666667,"female",212,"striped",0,3,222,9,"striped",0,"circle","22a1",0,"polka-dotted","['circle', 'square', 'blue', 'red']",0.5,"22a1-3","solid",1,3391,3,14,11,9,11,"2","3","2, 5, 8, 2, 4, 8, 3, 6, 7",TRUE
"209",209,209,209,313,"red",312,0,3,312,4,0.25,"green","color",7.15476666666667,0.5,"task",211,331,"blue","task","red",0.7,211,"3","red",3,0.25,"female",331,"blue",0.5,0,312,13,"blue",1,"square","22b2b",1,"green","['circle', 'square', 'solid', 'polka-dotted']",0.5,"22b2b-2","green",0.5,1942,0,12,9,2,12,"3","2","3, 4, 8, 3, 6, 7, 2, 4, 7",TRUE
"210",210,210,210,314,"red",311,0,4,123,5,0.256410256410256,"green","color",7.15476666666667,0.5,"task",311,221,"blue","task","red",0.7,221,"2","red",3,0.487179487179487,"female",123,"blue",0.256410256410256,0,123,13,"blue",1,"striped","22b1",0.5,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.5,"22b1-2","green",0.95,13382,1,3,22,5,22,"5","2","3, 4, 7, 1, 5, 9, 2, 5, 7",TRUE
"211",211,211,211,315,"red",133,0,5,133,3,0.256410256410256,"green","color",7.15476666666667,0.5,"task",131,232,"blue","task","red",0.7,232,"2","red",3,0.487179487179487,"female",131,"blue",0.256410256410256,0,133,13,"blue",1,"cloud","321",0.5,"green","['cloud', 'circle', 'polka-dotted']",0.5,"321-3","green",0.95,21501,2,25,7,17,25,"1","2","1, 6, 9, 1, 6, 7, 2, 6, 8",TRUE
"212",212,212,212,316,"red",131,0,6,132,4,0.232558139534884,"green","color",7.15476666666667,0.5,"task",131,132,"blue","task","red",0.7,132,"3","red",3,0.325581395348837,"female",313,"blue",0.441860465116279,0,313,13,"blue",1,"cloud","22a1",0.95,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.5,"22a1-3","green",0.7,12512,3,7,21,16,16,"1","2","1, 6, 7, 3, 4, 9, 1, 6, 8",TRUE
"213",213,213,213,319,"striped",331,0.5,11,312,4,0.428571428571429,"solid","texture",7.15476666666667,0,"task",331,312,"solid","task","striped",0.75,312,"1","striped",2,0.285714285714286,"female",122,"polka-dotted",0.285714285714286,1,122,13,"polka-dotted",1,"square","22b1",0.5,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.75,"22b1-3","solid",0.5,2831,0,9,13,12,12,"3","2","3, 6, 7, 1, 5, 8, 3, 4, 8",TRUE
"214",214,214,214,320,"striped",213,0.5,12,323,4,0.384615384615385,"solid","texture",7.15476666666667,0,"task",213,323,"solid","task","striped",0.75,133,"2","striped",2,0.256410256410256,"female",323,"polka-dotted",0.358974358974359,1,133,13,"polka-dotted",1,"green","311",0.7,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.75,"311-3","solid",0.5,22961,1,20,24,25,24,"9","3","2, 4, 9, 3, 5, 9, 1, 6, 9",TRUE
"215",215,215,215,321,"striped",131,0.5,13,322,4,0.340909090909091,"solid","texture",7.15476666666667,0,"task",131,322,"solid","task","striped",0.75,332,"3","striped",2,0.227272727272727,"female",322,"polka-dotted",0.431818181818182,1,332,13,"polka-dotted",1,"red","22a2b",0.95,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.75,"22a2b-2b","solid",0.5,7771,2,7,15,18,15,"8","3","1, 6, 7, 3, 5, 8, 3, 6, 8",TRUE
