pref1,order0,simPreference0,slide_number,simulatedAnswer,numFeatures,normResponse0,simRank1,targetFeature,Answer.time_in_minutes,simPreference2,trial_type,obj1,obj2,pref0,name,guessRank0,certainty,order2,evalNum,simRank0,targetFeatureNum,normResponse2,sex,order1,guessRank2,normResponse1,blockNr,obj3,workerid,simRank2,simPreference1,utterance,uttCode,response1,pref2,featuresPresent,response0,targetUttCode,guessRank1,response2,item,trialNum
striped,131,0.5,6,323,5,0.375,,texture,6.6268666666666665,0,task,131,213,solid,task,,,213,,,2,0.09375,female,323,,0.53125,0,323,5,,1,green,211,0.85,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0.6,211-3,,0.15,19481,3
,,,,,,,,,6.6268666666666665,,,,,,,,0.75,,,,,,,,,,,,5,,,,,,,,,,,,,
,,,,,,,solid,,6.6268666666666665,,,,,,,striped,,,3,striped,,,,,polka-dotted,,,,5,polka-dotted,,,,,,,,,solid,,,
striped,331,1,11,313,4,0.5,,texture,6.6268666666666665,0,task,331,313,solid,task,,,123,,,2,0.3333333333333333,female,313,,0.16666666666666666,1,123,5,,0.5,green,22b1,0.25,polka-dotted,"['cloud', 'square', 'blue', 'green']",0.75,22b1-3,,0.5,15281,0
striped,332,1,12,213,5,0.5483870967741935,,texture,6.6268666666666665,0,task,221,332,solid,task,,,221,,,2,0.3225806451612903,female,213,,0.12903225806451613,1,213,5,,0.5,circle,211,0.2,polka-dotted,"['circle', 'square', 'blue', 'red', 'green']",0.85,211-3,,0.5,11091,1
striped,323,1,13,113,4,0.6206896551724137,,texture,6.6268666666666665,0,task,131,113,solid,task,,,131,,,2,0.24137931034482754,female,113,,0.13793103448275862,1,323,5,,0.5,cloud,22b1,0.2,polka-dotted,"['cloud', 'square', 'blue', 'green']",0.9,22b1-3,,0.35,19301,2
striped,232,1,14,212,2,0.6333333333333333,,texture,6.6268666666666665,0,task,212,222,solid,task,,,222,,,2,0.2333333333333333,female,212,,0.13333333333333333,1,232,5,,0.5,circle,331,0.2,polka-dotted,"['circle', 'red']",0.95,331-3,,0.35,6480,3
,,,,,,,,,6.6268666666666665,,,,,,,,0.6,,,,,,,,,,,,5,,,,,,,,,,,,,
,,,,,,,striped,,6.6268666666666665,,,,,,,solid,,,2,solid,,,,,striped,,,,5,polka-dotted,,,,,,,,,polka-dotted,,,
circle,123,1,19,123,3,0.4444444444444445,,shape,6.6268666666666665,0.5,task,321,123,cloud,task,,,321,,,1,0.2777777777777778,female,223,,0.2777777777777778,2,223,5,,0,striped,321,0.5,square,"['striped', 'blue', 'green']",0.8,321-3,,0.5,17550,0
circle,231,1,20,132,4,0.4848484848484849,,shape,6.6268666666666665,0.5,task,231,212,cloud,task,,,132,,,1,0.30303030303030304,female,212,,0.21212121212121213,2,132,5,,0,red,22b2b,0.35,square,"['solid', 'polka-dotted', 'blue', 'red']",0.8,22b2b-2,,0.5,5070,1
circle,323,1,21,133,4,0.4848484848484849,,shape,6.6268666666666665,0.5,task,213,323,cloud,task,,,213,,,1,0.30303030303030304,female,133,,0.21212121212121213,2,133,5,,0,green,311,0.35,square,"['solid', 'striped', 'polka-dotted', 'green']",0.8,311-3,,0.5,22960,2
circle,213,1,22,311,4,0.4848484848484849,,shape,6.6268666666666665,0.5,task,311,331,cloud,task,,,331,,,1,0.36363636363636365,female,311,,0.15151515151515152,2,213,5,,0,solid,22a2b,0.25,square,"['solid', 'polka-dotted', 'blue', 'green']",0.8,22a2b-2a,,0.6,9990,3
,,,,,,,,,6.6268666666666665,,,,,,,,0.65,,,,,,,,,,,,5,,,,,,,,,,,,,
,,,,,,,square,,6.6268666666666665,,,,,,,cloud,,,3,cloud,,,,,circle,,,,5,circle,,,,,,,,,square,,,
striped,223,0,27,223,4,0.3125,,texture,6.6268666666666665,0.5,task,311,231,solid,task,,,231,,,2,0.18749999999999997,female,311,,0.5,3,223,5,,1,circle,22b1,0.8,polka-dotted,"['circle', 'square', 'blue', 'green']",0.5,22b1-3,,0.3,15631,0
striped,123,0,28,123,5,0.3225806451612903,,texture,6.6268666666666665,0.5,task,221,123,solid,task,,,221,,,2,0.12903225806451613,female,333,,0.5483870967741935,3,333,5,,1,green,22b1,0.85,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0.5,22b1-2,,0.2,28141,1
striped,231,0,29,121,3,0.3225806451612903,,texture,6.6268666666666665,0.5,task,211,121,solid,task,,,121,,,2,0.12903225806451613,female,211,,0.5483870967741935,3,231,5,,1,blue,321,0.85,polka-dotted,"['cloud', 'circle', 'blue']",0.5,321-3,,0.2,391,2
striped,211,0,30,333,4,0.08333333333333334,,texture,6.6268666666666665,0.5,task,211,313,solid,task,,,313,,,2,0.20833333333333334,female,333,,0.7083333333333334,3,333,5,,1,green,22a2b,0.85,polka-dotted,"['circle', 'square', 'blue', 'green']",0.1,22a2b-2b,,0.25,27911,3
,,,,,,,,,6.6268666666666665,,,,,,,,0.6,,,,,,,,,,,,5,,,,,,,,,,,,,
,,,,,,,polka-dotted,,6.6268666666666665,,,,,,,striped,,,3,striped,,,,,solid,,,,5,solid,,,,,,,,,polka-dotted,,,
striped,112,0,3,122,3,0.14285714285714288,,texture,6.78405,1,task,112,212,solid,task,,,122,,,2,0.32142857142857145,male,212,,0.5357142857142857,0,122,6,,0.5,cloud,322b,0.75,polka-dotted,"['cloud', 'circle', 'red']",0.2,322b-2,,0.45,2741,0
striped,313,0,4,132,4,0,,texture,6.78405,1,task,122,132,solid,task,,,122,,,2,0.48,male,132,,0.52,0,313,6,,0.5,cloud,22a1,0.65,polka-dotted,"['cloud', 'square', 'red', 'green']",0,22a1-3,,0.6,12571,1
striped,233,0,5,233,4,0,,texture,6.78405,1,task,313,133,solid,task,,,133,,,2,0.6842105263157895,male,313,,0.3157894736842105,0,233,6,,0.5,circle,321,0.3,polka-dotted,"['cloud', 'circle', 'square', 'green']",0,321-2,,0.65,25961,2
striped,213,0,6,231,4,0.045454545454545456,,texture,6.78405,1,task,231,232,solid,task,,,232,,,2,0.7272727272727273,male,231,,0.22727272727272727,0,213,6,,0.5,circle,321,0.25,polka-dotted,"['circle', 'blue', 'red', 'green']",0.05,321-2,,0.8,10960,3
,,,,,,,,,6.78405,,,,,,,,0.3,,,,,,,,,,,,6,,,,,,,,,,,,,
,,,,,,,striped,,6.78405,,,,,,,polka-dotted,,,3,polka-dotted,,,,,solid,,,,6,solid,,,,,,,,,striped,,,
red,113,0.5,11,112,2,0.09677419354838711,,color,6.78405,0,task,111,112,blue,task,,,112,,,3,0.4516129032258065,male,111,,0.4516129032258065,1,113,6,,1,solid,331,0.7,green,"['cloud', 'solid']",0.15,331-3,,0.7,8520,0
red,213,0.5,12,213,5,0.07692307692307694,,color,6.78405,0,task,321,332,blue,task,,,332,,,3,0.46153846153846156,male,321,,0.46153846153846156,1,213,6,,1,circle,211,0.6,green,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.1,211-3,,0.6,11102,1
red,133,0.5,13,111,4,0.15384615384615385,,color,6.78405,0,task,111,231,blue,task,,,111,,,3,0.5384615384615384,male,231,,0.3076923076923077,1,133,6,,1,cloud,22b2b,0.4,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.2,22b2b-2,,0.7,20452,2
red,323,0.5,14,311,4,0.26666666666666666,,color,6.78405,0,task,311,331,blue,task,,,331,,,3,0.5333333333333333,male,311,,0.19999999999999998,1,323,6,,1,square,321,0.3,green,"['square', 'solid', 'striped', 'polka-dotted']",0.4,321-2,,0.8,18011,3
,,,,,,,,,6.78405,,,,,,,,0.35,,,,,,,,,,,,6,,,,,,,,,,,,,
,,,,,,,blue,,6.78405,,,,,,,green,,,0,red,,,,,red,,,,6,green,,,,,,,,,blue,,,
striped,132,0,19,321,4,0.22580645161290325,,texture,6.78405,1,task,311,321,solid,task,,,321,,,2,0.22580645161290325,male,311,,0.5483870967741936,2,132,6,,0.5,blue,22a1,0.85,polka-dotted,"['cloud', 'square', 'blue', 'red']",0.35,22a1-3,,0.35,4671,0
striped,332,0,20,332,4,0.23076923076923075,,texture,6.78405,1,task,221,312,solid,task,,,221,,,2,0.23076923076923075,male,312,,0.5384615384615384,2,332,6,,0.5,red,22a1,0.7,polka-dotted,"['circle', 'square', 'blue', 'red']",0.3,22a1-3,,0.3,7391,1
striped,322,0,21,132,5,0.07142857142857144,,texture,6.78405,1,task,231,322,solid,task,,,132,,,2,0.35714285714285715,male,231,,0.5714285714285715,2,132,6,,0.5,red,22b1,0.8,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'red']",0.1,22b1-2,,0.5,5531,2
striped,123,0,22,133,4,0.03225806451612903,,texture,6.78405,1,task,312,123,solid,task,,,312,,,2,0.41935483870967744,male,133,,0.5483870967741935,2,133,6,,0.5,green,22a1,0.85,polka-dotted,"['cloud', 'square', 'red', 'green']",0.05,22a1-3,,0.65,22451,3
,,,,,,,,,6.78405,,,,,,,,0.55,,,,,,,,,,,,6,,,,,,,,,,,,,
,,,,,,,striped,,6.78405,,,,,,,striped,,,2,polka-dotted,,,,,solid,,,,6,solid,,,,,,,,,polka-dotted,,,
circle,322,0,27,322,3,0.6363636363636364,,shape,6.78405,1,task,222,322,cloud,task,,,222,,,1,0.18181818181818185,male,223,,0.18181818181818185,3,223,6,,0.5,striped,322b,0.2,square,"['striped', 'red', 'green']",0.7,322b-2,,0.2,16440,0
circle,212,0,28,212,3,0.6,,shape,6.78405,1,task,112,212,cloud,task,,,122,,,1,0.2,male,112,,0.2,3,122,6,,0.5,solid,322b,0.2,square,"['solid', 'striped', 'red']",0.6,322b-2,,0.2,2740,1
circle,112,0,29,321,4,0.5599999999999999,,shape,6.78405,1,task,121,321,cloud,task,,,121,,,1,0.32,male,321,,0.12,3,112,6,,0.5,blue,22a2b,0.15,square,"['solid', 'striped', 'blue', 'red']",0.7,22a2b-2b,,0.4,970,2
circle,123,0,30,323,4,0.5666666666666667,,shape,6.78405,1,task,112,123,cloud,task,,,323,,,1,0.3666666666666667,male,112,,0.06666666666666667,3,323,6,,0.5,green,22a2b,0.1,square,"['solid', 'striped', 'red', 'green']",0.85,22a2b-2b,,0.55,19900,3
,,,,,,,,,6.78405,,,,,,,,0.45,,,,,,,,,,,,6,,,,,,,,,,,,,
,,,,,,,circle,,6.78405,,,,,,,cloud,,,1,square,,,,,circle,,,,6,cloud,,,,,,,,,square,,,
red,233,0,3,233,5,0.09523809523809523,,color,10.865883333333333,0.5,task,121,331,blue,task,,,121,,,3,0.8095238095238094,female,331,,0.09523809523809523,0,233,7,,1,polka-dotted,22b1,0.1,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.1,22b1-2,,0.85,23312,0
red,223,0,4,223,4,0.08695652173913045,,color,10.865883333333333,0.5,task,121,232,blue,task,,,121,,,3,0.7391304347826088,female,232,,0.1739130434782609,0,223,7,,1,striped,22b1,0.2,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.1,22b1-3,,0.85,16632,1
red,113,0,5,113,4,0.09090909090909091,,color,10.865883333333333,0.5,task,132,113,blue,task,,,132,,,3,0.8636363636363635,female,123,,0.045454545454545456,0,123,7,,1,solid,321,0.05,green,"['cloud', 'solid', 'striped', 'polka-dotted']",0.1,321-2,,0.95,14981,2
red,323,0,6,323,4,0.09090909090909091,,color,10.865883333333333,0.5,task,132,332,blue,task,,,132,,,3,0.8636363636363635,female,332,,0.045454545454545456,0,323,7,,1,striped,22a2b,0.05,green,"['cloud', 'square', 'striped', 'polka-dotted']",0.1,22a2b-2a,,0.95,19222,3
,,,,,,,,,10.865883333333333,,,,,,,,0.95,,,,,,,,,,,,7,,,,,,,,,,,,,
,,,,,,,green,,10.865883333333333,,,,,,,green,,,1,red,,,,,red,,,,7,blue,,,,,,,,,blue,,,
red,211,1,11,211,2,1,,color,10.865883333333333,0.5,task,211,212,blue,task,,,212,,,3,0,female,213,,0,1,213,7,,0,circle,331,0,green,"['circle', 'solid']",1,331-3,,0,10150,0
red,232,1,12,131,4,1,,color,10.865883333333333,0.5,task,131,232,blue,task,,,131,,,3,0,female,223,,0,1,223,7,,0,polka-dotted,22b1,0,green,"['cloud', 'circle', 'striped', 'polka-dotted']",1,22b1-3,,0,16662,1
red,331,1,13,331,3,1,,color,10.865883333333333,0.5,task,331,322,blue,task,,,333,,,3,0,female,322,,0,1,333,7,,0,polka-dotted,321,0,green,"['square', 'striped', 'polka-dotted']",1,321-3,,0,26991,2
red,312,1,14,211,5,1,,color,10.865883333333333,0.5,task,211,131,blue,task,,,131,,,3,0,female,211,,0,1,312,7,,0,circle,22b1,0,green,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",1,22b1-2,,0,1812,3
,,,,,,,,,10.865883333333333,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,,
,,,,,,,green,,10.865883333333333,,,,,,,blue,,,3,blue,,,,,red,,,,7,red,,,,,,,,,green,,,
striped,133,1,19,133,4,0,,texture,10.865883333333333,0.5,task,222,223,solid,task,,,223,,,2,1,female,222,,0,2,133,7,,0,cloud,22a2b,0,polka-dotted,"['cloud', 'circle', 'red', 'green']",0,22a2b-2a,,1,22681,0
striped,233,1,20,233,4,0,,texture,10.865883333333333,0.5,task,132,123,solid,task,,,132,,,2,1,female,123,,0,2,233,7,,0,circle,22b2b,0,polka-dotted,"['cloud', 'circle', 'red', 'green']",0,22b2b-2,,1,25251,1
striped,311,1,21,311,4,0.48717948717948717,,texture,10.865883333333333,0.5,task,311,331,solid,task,,,331,,,2,0.5128205128205129,female,122,,0,2,122,7,,0,blue,22a1,0,polka-dotted,"['cloud', 'square', 'blue', 'red']",0.95,22a1-3,,1,2501,2
striped,132,1,22,112,4,0.48717948717948717,,texture,10.865883333333333,0.5,task,221,112,solid,task,,,112,,,2,0.5128205128205129,female,221,,0,2,132,7,,0,red,22a1,0,polka-dotted,"['cloud', 'circle', 'blue', 'red']",0.95,22a1-3,,1,4951,3
,,,,,,,,,10.865883333333333,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,,
,,,,,,,polka-dotted,,10.865883333333333,,,,,,,polka-dotted,,,2,solid,,,,,striped,,,,7,striped,,,,,,,,,solid,,,
red,112,1,27,112,4,0,,color,10.865883333333333,0,task,112,312,blue,task,,,312,,,3,0,female,133,,1,3,133,7,,0.5,cloud,22a2b,1,green,"['cloud', 'square', 'solid', 'polka-dotted']",0,22a2b-2a,,0,20882,0
red,321,1,28,321,3,1,,color,10.865883333333333,0,task,321,322,blue,task,,,333,,,3,0,female,322,,0,3,333,7,,0.5,striped,321,0,green,"['square', 'striped', 'polka-dotted']",1,321-3,,0,26961,1
red,231,1,29,111,4,1,,color,10.865883333333333,0,task,111,231,blue,task,,,111,,,3,0,female,133,,0,3,133,7,,0.5,solid,22b2b,0,green,"['cloud', 'circle', 'solid', 'polka-dotted']",1,22b2b-2,,0,20452,2
red,213,1,30,321,4,1,,color,10.865883333333333,0,task,321,322,blue,task,,,322,,,3,0,female,321,,0,3,213,7,,0.5,square,22a1,0,green,"['circle', 'square', 'solid', 'striped']",1,22a1-3,,0,10652,3
,,,,,,,,,10.865883333333333,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,,
,,,,,,,red,,10.865883333333333,,,,,,,blue,,,2,blue,,,,,red,,,,7,green,,,,,,,,,green,,,
striped,333,0.5,3,211,5,1,,texture,7.14875,1,task,211,121,solid,task,,,121,,,2,0,male,211,,0,0,333,8,,0,blue,211,0,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",1,211-3,,0,26041,0
striped,211,0.5,4,211,4,1,,texture,7.14875,1,task,211,121,solid,task,,,321,,,2,0,male,121,,0,0,321,8,,0,circle,321,0,polka-dotted,"['cloud', 'circle', 'square', 'blue']",1,321-2,,0,141,1
striped,213,0.5,5,233,2,0.3103448275862069,,texture,7.14875,1,task,213,223,solid,task,,,223,,,2,0.6896551724137931,male,233,,0,0,233,8,,0,circle,331,0,polka-dotted,"['circle', 'green']",0.45,331-3,,1,25500,2
striped,213,0.5,6,232,4,0.3103448275862069,,texture,7.14875,1,task,231,232,solid,task,,,232,,,2,0.6896551724137931,male,231,,0,0,213,8,,0,red,321,0,polka-dotted,"['circle', 'blue', 'red', 'green']",0.45,321-2,,1,10960,3
,,,,,,,,,7.14875,,,,,,,,0.75,,,,,,,,,,,,8,,,,,,,,,,,,,
,,,,,,,solid,,7.14875,,,,,,,polka-dotted,,,3,polka-dotted,,,,,striped,,,,8,striped,,,,,,,,,solid,,,
striped,321,1,11,311,4,0.6666666666666666,,texture,7.14875,0,task,311,321,solid,task,,,122,,,2,0.3333333333333333,male,311,,0,1,122,8,,0.5,square,22a2b,0,polka-dotted,"['cloud', 'square', 'blue', 'red']",1,22a2b-2b,,0.5,2321,0
striped,221,1,12,221,4,0.5,,texture,7.14875,0,task,121,221,solid,task,,,233,,,2,0,male,121,,0.5,1,233,8,,0.5,circle,22a2b,0.5,polka-dotted,"['cloud', 'circle', 'blue', 'green']",0.5,22a2b-2a,,0,23091,1
striped,211,1,13,311,4,0.6666666666666666,,texture,7.14875,0,task,211,311,solid,task,,,311,,,2,0,male,121,,0.3333333333333333,1,121,8,,0.5,square,321,0.5,polka-dotted,"['cloud', 'circle', 'square', 'blue']",1,321-2,,0,31,2
striped,122,1,14,231,5,0.5,,texture,7.14875,0,task,231,312,solid,task,,,312,,,2,0.25,male,231,,0.25,1,122,8,,0.5,blue,211,0.5,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'red']",1,211-3,,0.5,2821,3
,,,,,,,,,7.14875,,,,,,,,0.75,,,,,,,,,,,,8,,,,,,,,,,,,,
,,,,,,,striped,,7.14875,,,,,,,solid,,,2,solid,,,,,striped,,,,8,polka-dotted,,,,,,,,,polka-dotted,,,
red,331,0.5,19,133,4,0.3333333333333333,,color,7.14875,0,task,331,133,blue,task,,,133,,,3,0.3333333333333333,male,233,,0.3333333333333333,2,233,8,,1,cloud,321,0.5,green,"['cloud', 'circle', 'square', 'polka-dotted']",0.5,321-2,,0.5,25841,0
red,121,0.5,20,323,4,0.3333333333333333,,color,7.14875,0,task,121,131,blue,task,,,323,,,3,0.3333333333333333,male,131,,0.3333333333333333,2,323,8,,1,square,22a2b,0.5,green,"['cloud', 'square', 'striped', 'polka-dotted']",0.5,22a2b-2a,,0.5,17892,1
red,222,0.5,21,222,3,0.3333333333333333,,color,7.14875,0,task,222,223,blue,task,,,223,,,3,0,male,233,,0.6666666666666666,2,233,8,,1,circle,322b,1,green,"['circle', 'striped', 'polka-dotted']",0.5,322b-2,,0,25441,2
red,332,0.5,22,332,3,0.3333333333333333,,color,7.14875,0,task,131,332,blue,task,,,333,,,3,0,male,131,,0.6666666666666666,2,333,8,,1,square,321,1,green,"['cloud', 'square', 'polka-dotted']",0.5,321-3,,0,27421,3
,,,,,,,,,7.14875,,,,,,,,0.5,,,,,,,,,,,,8,,,,,,,,,,,,,
,,,,,,,blue,,7.14875,,,,,,,red,,,3,red,,,,,green,,,,8,green,,,,,,,,,blue,,,
circle,131,0.5,27,321,4,0.25,,shape,7.14875,1,task,211,321,cloud,task,,,211,,,1,0.5,male,321,,0.25,3,131,8,,0,blue,311,0.5,square,"['solid', 'striped', 'polka-dotted', 'blue']",0.5,311-3,,1,310,0
circle,211,0.5,28,333,4,0.3333333333333333,,shape,7.14875,1,task,211,233,cloud,task,,,233,,,1,0.6666666666666666,male,333,,0,3,333,8,,0,green,22a2b,0,square,"['solid', 'polka-dotted', 'blue', 'green']",0.5,22a2b-2b,,1,29010,1
circle,333,0.5,29,333,3,0.3333333333333333,,shape,7.14875,1,task,223,233,cloud,task,,,223,,,1,0.6666666666666666,male,233,,0,3,333,8,,0,green,322b,0,square,"['striped', 'polka-dotted', 'green']",0.5,322b-2,,1,29220,2
circle,223,0.5,30,133,5,0.3548387096774194,,shape,7.14875,1,task,311,223,cloud,task,,,311,,,1,0.6451612903225806,male,133,,0,3,133,8,,0,green,211,0,square,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",0.55,211-3,,1,22570,3
,,,,,,,,,7.14875,,,,,,,,0.8,,,,,,,,,,,,8,,,,,,,,,,,,,
,,,,,,,cloud,,7.14875,,,,,,,square,,,3,square,,,,,circle,,,,8,circle,,,,,,,,,cloud,,,
red,211,1,3,313,4,0,,color,5.354733333333333,0,task,211,113,blue,task,,,313,,,3,1,female,113,,0,0,313,9,,0.5,square,321,0,green,"['cloud', 'circle', 'square', 'solid']",0,321-2,,1,12941,0
red,133,1,4,111,4,1,,color,5.354733333333333,0,task,111,231,blue,task,,,231,,,3,0,female,111,,0,0,133,9,,0.5,cloud,22b2b,0,green,"['cloud', 'circle', 'solid', 'polka-dotted']",1,22b2b-2,,0,20452,1
red,221,1,5,221,4,1,,color,5.354733333333333,0,task,121,221,blue,task,,,121,,,3,0,female,233,,0,0,233,9,,0.5,striped,22a2b,0,green,"['cloud', 'circle', 'striped', 'polka-dotted']",1,22a2b-2a,,0,23092,2
red,331,1,6,121,4,1,,color,5.354733333333333,0,task,121,331,blue,task,,,121,,,3,0,female,132,,0,0,132,9,,0.5,cloud,22b2b,0,green,"['cloud', 'square', 'striped', 'polka-dotted']",1,22b2b-2,,0,4862,3
,,,,,,,,,5.354733333333333,,,,,,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,
,,,,,,,red,,5.354733333333333,,,,,,,blue,,,2,blue,,,,,red,,,,9,green,,,,,,,,,green,,,
red,322,0,11,322,4,0.25,,color,5.354733333333333,0.5,task,221,312,blue,task,,,221,,,3,0.25,female,312,,0.5,1,322,9,,1,striped,22a2b,1,green,"['circle', 'square', 'solid', 'striped']",0.5,22a2b-2a,,0.5,4232,0
red,211,0,12,212,2,0.25,,color,5.354733333333333,0.5,task,211,212,blue,task,,,213,,,3,0.25,female,212,,0.5,1,213,9,,1,circle,331,1,green,"['circle', 'solid']",0.5,331-3,,0.5,10150,1
red,133,0,13,332,4,0.3333333333333333,,color,5.354733333333333,0.5,task,332,133,blue,task,,,332,,,3,0,female,233,,0.6666666666666666,1,233,9,,1,polka-dotted,321,1,green,"['cloud', 'circle', 'square', 'polka-dotted']",0.5,321-2,,0,25931,2
red,313,0,14,313,3,0,,color,5.354733333333333,0.5,task,111,311,blue,task,,,311,,,3,0.5,female,111,,0.5,1,313,9,,1,square,322b,1,green,"['cloud', 'square', 'solid']",0,322b-2,,1,11411,3
,,,,,,,,,5.354733333333333,,,,,,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,
,,,,,,,green,,5.354733333333333,,,,,,,red,,,3,red,,,,,blue,,,,9,blue,,,,,,,,,green,,,
red,313,0,19,313,4,0.3333333333333333,,color,5.354733333333333,1,task,111,212,blue,task,,,111,,,3,0.3333333333333333,female,212,,0.3333333333333333,2,313,9,,0.5,solid,311,0.5,green,"['cloud', 'circle', 'square', 'solid']",0.5,311-3,,0.5,11851,0
red,231,0,20,133,4,0.25,,color,5.354733333333333,1,task,111,231,blue,task,,,111,,,3,0.5,female,133,,0.25,2,133,9,,0.5,polka-dotted,22b2b,0.5,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.5,22b2b-2,,1,20452,1
red,132,0,21,322,5,0.2,,color,5.354733333333333,1,task,311,322,blue,task,,,322,,,3,0.4,female,311,,0.4,2,132,9,,0.5,square,22b1,1,green,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.5,22b1-2,,1,5482,2
red,322,0,22,322,4,0,,color,5.354733333333333,1,task,311,212,blue,task,,,212,,,3,0.5,female,311,,0.5,2,322,9,,0.5,square,22b2b,1,green,"['circle', 'square', 'solid', 'striped']",0,22b2b-2,,1,4112,3
,,,,,,,,,5.354733333333333,,,,,,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,
,,,,,,,red,,5.354733333333333,,,,,,,red,,,2,green,,,,,blue,,,,9,blue,,,,,,,,,green,,,
striped,211,0.5,27,231,3,0.3333333333333333,,texture,5.354733333333333,1,task,211,121,solid,task,,,231,,,2,0.3333333333333333,female,121,,0.3333333333333333,3,231,9,,0,circle,321,0.5,polka-dotted,"['cloud', 'circle', 'blue']",0.5,321-3,,0.5,391,0
striped,323,0.5,28,333,4,0.25,,texture,5.354733333333333,1,task,221,323,solid,task,,,221,,,2,0.5,female,333,,0.25,3,333,9,,0,square,22a2b,0.5,polka-dotted,"['circle', 'square', 'blue', 'green']",0.5,22a2b-2b,,1,28571,1
striped,332,0.5,29,332,4,0.3333333333333333,,texture,5.354733333333333,1,task,311,222,solid,task,,,311,,,2,0.6666666666666666,female,222,,0,3,332,9,,0,square,22b1,0,polka-dotted,"['circle', 'square', 'blue', 'red']",0.5,22b1-3,,1,7601,2
striped,222,0.5,30,212,4,0.3333333333333333,,texture,5.354733333333333,1,task,331,212,solid,task,,,331,,,2,0.6666666666666666,female,212,,0,3,222,9,,0,circle,22a1,0,polka-dotted,"['circle', 'square', 'blue', 'red']",0.5,22a1-3,,1,3391,3
,,,,,,,,,5.354733333333333,,,,,,,,0.5,,,,,,,,,,,,9,,,,,,,,,,,,,
,,,,,,,solid,,5.354733333333333,,,,,,,polka-dotted,,,3,polka-dotted,,,,,striped,,,,9,striped,,,,,,,,,solid,,,
circle,322,1,3,322,4,0,,shape,7.043116666666666,0.5,task,211,221,cloud,task,,,211,,,1,0.8695652173913044,female,221,,0.13043478260869565,0,322,10,,0,red,22a2b,0.15,square,"['solid', 'striped', 'blue', 'red']",0,22a2b-2a,,1,3710,0
circle,313,1,4,113,2,0.6,,shape,7.043116666666666,0.5,task,113,213,cloud,task,,,213,,,1,0.36,female,113,,0.04,0,313,10,,0,solid,331,0.05,square,"['solid', 'green']",0.75,331-3,,0.45,13290,1
circle,332,1,5,123,5,0.7916666666666666,,shape,7.043116666666666,0.5,task,332,213,cloud,task,,,213,,,1,0.20833333333333334,female,123,,0,0,123,10,,0,striped,211,0,square,"['solid', 'striped', 'polka-dotted', 'red', 'green']",0.95,211-3,,0.25,15180,2
circle,133,1,6,312,4,0.6799999999999999,,shape,7.043116666666666,0.5,task,312,113,cloud,task,,,113,,,1,0.27999999999999997,female,312,,0.04,0,133,10,,0,red,22a2b,0.05,square,"['solid', 'polka-dotted', 'red', 'green']",0.85,22a2b-2a,,0.35,21880,3
,,,,,,,,,7.043116666666666,,,,,,,,0.1,,,,,,,,,,,,10,,,,,,,,,,,,,
,,,,,,,square,,7.043116666666666,,,,,,,cloud,,,3,cloud,,,,,circle,,,,10,circle,,,,,,,,,square,,,
red,121,1,11,121,4,0.5862068965517241,,color,7.043116666666666,0.5,task,121,112,blue,task,,,133,,,3,0.20689655172413793,female,112,,0.20689655172413793,1,133,10,,0,striped,311,0.3,green,"['cloud', 'solid', 'striped', 'polka-dotted']",0.85,311-3,,0.3,20631,0
